hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP014477.1_1218	NZ_CP014477.1	1218	361	RosmerTA__RmrA_2676476075	3.8000000000000004e-46	155.6	0.853	0.856	5	313
NZ_CP014477.1_1218	NZ_CP014477.1	1218	361	RosmerTA__RmrA_2734955840	7.4e-49	164.5	0.814	0.839	2	304
NZ_CP014477.1_1218	NZ_CP014477.1	1218	361	RosmerTA__RmrA_2617826694	6e-50	167.5	0.905	0.909	4	331
NZ_CP014477.1_1218	NZ_CP014477.1	1218	361	RosmerTA__RmrA_2662548665	8.7e-51	170.7	0.775	0.837	3	304
NZ_CP014477.1_1218	NZ_CP014477.1	1218	361	RosmerTA__RmrA_2664250653	1.1999999999999999e-51	173.4	0.78	0.823	4	300
NZ_CP014477.1_1218	NZ_CP014477.1	1218	361	RosmerTA__RmrA_2600853143	3.3e-55	185.3	0.797	0.831	2	301
NZ_CP014477.1_1218	NZ_CP014477.1	1218	361	RosmerTA__RmrA_2634882613	8.1e-57	190.5	0.781	0.825	2	299
NZ_CP014477.1_1218	NZ_CP014477.1	1218	361	RosmerTA__RmrA_2623274509	1.3e-58	196.2	0.804	0.825	3	300
NZ_CP014477.1_1218	NZ_CP014477.1	1218	361	RosmerTA__RmrA_2677172838	1.3e-60	202.9	0.821	0.839	2	304
NZ_CP014477.1_1218	NZ_CP014477.1	1218	361	RosmerTA__RmrA_2634932349	1.3e-66	222.5	0.887	0.911	4	332
NZ_CP014477.1_1229	NZ_CP014477.1	1229	431	RM_Type_II__Type_II_MTases	3.8000000000000003e-84	280.6	0.989	0.875	17	393
NZ_CP014477.1_1294	NZ_CP014477.1	1294	640	RM_Type_II__Type_II_REases	2.6e-09	34.9	0.618	0.317	1	203
NZ_CP014477.1_1319	NZ_CP014477.1	1319	556	Retron_I_A__ATPase_TypeIA	5.3e-09	33.4	0.434	0.412	2	230
NZ_CP014477.1_1340	NZ_CP014477.1	1340	462	Septu__PtuA	1.6e-44	151.2	0.71	0.779	1	360
NZ_CP014477.1_1340	NZ_CP014477.1	1340	462	Retron_I_A__ATPase_TypeIA	1.6e-96	322.2	0.73	0.844	1	390
NZ_CP014477.1_1341	NZ_CP014477.1	1341	501	Gabija__GajB_3	1.7e-06	25.3	0.562	0.527	214	477
NZ_CP014477.1_1352	NZ_CP014477.1	1352	1233	Gabija__GajB_2	2.7e-47	159.4	0.631	0.606	121	867
NZ_CP014477.1_1353	NZ_CP014477.1	1353	588	recD_IV-D_1	1.1e-37	127.3	0.543	0.798	115	583
NZ_CP014477.1_1371	NZ_CP014477.1	1371	620	Retron_I_A__ATPase_TypeIA	1.5e-12	45.1	0.695	0.55	16	356
NZ_CP014477.1_1371	NZ_CP014477.1	1371	620	Paris_II__AAA_21	4.4e-14	50.7	0.997	0.508	25	339
NZ_CP014477.1_1371	NZ_CP014477.1	1371	620	Retron_I_B__ATPase_TOPRIM_COG3593	1.3e-19	68.6	0.932	0.979	12	618
NZ_CP014477.1_1371	NZ_CP014477.1	1371	620	Paris_II__AriA_AAA21	1.8e-21	74.7	0.796	0.531	16	344
NZ_CP014477.1_1371	NZ_CP014477.1	1371	620	Septu__PtuA	9.899999999999999e-27	92.5	0.766	0.571	11	364
NZ_CP014477.1_1398	NZ_CP014477.1	1398	232	WYL_I_II_III_IV_V_VI_4	2.2e-14	51.7	0.523	0.392	136	226
NZ_CP014477.1_1398	NZ_CP014477.1	1398	232	WYL_I_II_III_IV_V_VI_1	5.2e-58	194.7	0.728	0.966	1	224
NZ_CP014477.1_1439	NZ_CP014477.1	1439	688	Gabija__GajB_3	1.3e-17	61.8	0.669	0.411	51	333
NZ_CP014477.1_1439	NZ_CP014477.1	1439	688	Gabija__GajB_1	1.6999999999999999e-37	127.0	0.923	0.849	42	625
NZ_CP014477.1_1439	NZ_CP014477.1	1439	688	Gabija__GajB_2	1.1e-84	282.8	0.747	0.879	37	641
NZ_CP014477.1_1524	NZ_CP014477.1	1524	153	PD-T4-9__PD-T4-9_C	3.5e-06	25.0	0.947	0.843	11	139
NZ_CP014477.1_1528	NZ_CP014477.1	1528	189	DEDDh_I_II_III_IV_V_VI_1	1.2e-10	39.6	0.812	0.751	10	151
NZ_CP014477.1_1570	NZ_CP014477.1	1570	409	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II	1.7e-24	85.4	0.941	0.87	3	358
NZ_CP014477.1_1575	NZ_CP014477.1	1575	548	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	5.3e-38	129.2	0.599	0.938	22	535
NZ_CP014477.1_1576	NZ_CP014477.1	1576	466	RM_Type_II__Type_II_MTases	7.4999999999999996e-37	124.9	0.913	0.753	38	388
NZ_CP014477.1_1576	NZ_CP014477.1	1576	466	RM_Type_III__Type_III_MTases	1.4e-115	385.4	0.728	0.927	2	433
NZ_CP014477.1_1577	NZ_CP014477.1	1577	491	RM_Type_III__Type_III_REases	2.1999999999999996e-22	76.7	0.437	0.929	1	456
NZ_CP014477.1_1587	NZ_CP014477.1	1587	271	Gao_Qat__QatD	4e-11	40.5	0.591	0.572	64	218
NZ_CP014477.1_1589	NZ_CP014477.1	1589	254	CBASS__AG_E1_ThiF	1.8999999999999998e-37	126.7	0.82	0.898	21	248
NZ_CP014477.1_1820	NZ_CP014477.1	1820	1150	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	1.1e-08	32.4	0.648	0.37	691	1115
NZ_CP014477.1_1820	NZ_CP014477.1	1820	1150	Paris_I__AAA_15	1.6e-15	55.4	0.823	0.361	1	415
NZ_CP014477.1_1896	NZ_CP014477.1	1896	218	Zorya__ZorB	2.6e-10	37.8	0.558	0.619	79	213
NZ_CP014477.1_1897	NZ_CP014477.1	1897	680	Gabija__GajB_1	1.3e-38	130.7	0.939	0.91	7	625
NZ_CP014477.1_1897	NZ_CP014477.1	1897	680	Gabija__GajB_2	4.7e-107	356.6	0.774	0.943	3	643
NZ_CP014477.1_1911	NZ_CP014477.1	1911	1199	Lamassu-Fam__LmuB_SMC_Hydrolase_protease	1.4e-18	64.1	0.493	0.402	1	482
NZ_CP014477.1_1911	NZ_CP014477.1	1911	1199	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	2.2e-19	67.6	0.782	0.424	1	508
NZ_CP014477.1_1923	NZ_CP014477.1	1923	701	RM_Type_IV__Type_IV_REases	2.1000000000000002e-58	196.6	0.634	0.395	384	660
NZ_CP014477.1_2055	NZ_CP014477.1	2055	810	Dodola__DolB	7.9e-12	42.7	0.917	0.43	224	571
NZ_CP014477.1_2078	NZ_CP014477.1	2078	460	DEDDh_I_II_III_IV_V_VI_1	1.7000000000000002e-32	110.6	0.994	0.348	234	393
NZ_CP014477.1_2088	NZ_CP014477.1	2088	442	RT_I_II_III_IV_V_VI_1	3.3e-37	125.7	0.949	0.631	5	283
NZ_CP014477.1_2089	NZ_CP014477.1	2089	194	AbiA_small__AbiA_SLATT	1.3e-10	39.0	0.875	0.907	9	184
NZ_CP014477.1_2090	NZ_CP014477.1	2090	221	DEDDh_I_II_III_IV_V_VI_1	1.8e-23	81.2	0.994	0.805	24	201
NZ_CP014477.1_2182	NZ_CP014477.1	2182	860	Dodola__DolB	1.3e-22	78.2	0.531	0.251	507	722
NZ_CP014477.1_2352	NZ_CP014477.1	2352	256	Zorya__ZorB	6.6e-09	33.2	0.475	0.426	145	253
NZ_CP014477.1_2354	NZ_CP014477.1	2354	893	Dodola__DolB	9.6e-28	95.0	0.661	0.297	478	742
NZ_CP014477.1_2465	NZ_CP014477.1	2465	655	Dnd__DndA	1.3999999999999998e-41	140.5	0.865	0.521	271	611
NZ_CP014477.1_2636	NZ_CP014477.1	2636	258	Gao_Qat__QatD	9.5e-15	52.3	0.957	0.984	2	255
NZ_CP014477.1_2642	NZ_CP014477.1	2642	199	Dpd__QueD	4.5e-08	31.2	0.758	0.472	5	98
NZ_CP014477.1_2679	NZ_CP014477.1	2679	1154	PsyrTA__PsyrT	4.2e-07	26.2	0.467	0.272	609	922
NZ_CP014477.1_2681	NZ_CP014477.1	2681	489	Pycsar__AG_cyclase	3.8e-30	102.9	0.603	0.452	224	444
NZ_CP014477.1_2687	NZ_CP014477.1	2687	406	Dnd__DndA	1.3e-136	453.3	0.976	0.906	5	372
NZ_CP014477.1_2737	NZ_CP014477.1	2737	336	RM_Type_II__Type_II_MTases	9.6e-10	35.2	0.407	0.411	152	289
NZ_CP014477.1_2842	NZ_CP014477.1	2842	212	DEDDh_I_II_III_IV_V_VI_1	1.7e-42	143.1	0.994	0.745	7	164
NZ_CP014477.1_3018	NZ_CP014477.1	3018	759	Dodola__DolB	3.7e-21	73.4	0.491	0.254	423	615
NZ_CP014477.1_3226	NZ_CP014477.1	3226	571	recD_IV-D_1	4.2e-18	62.5	0.448	0.629	3	361
NZ_CP014477.1_3275	NZ_CP014477.1	3275	259	CBASS__AG_E1_ThiF	1.8000000000000001e-65	218.5	0.984	0.9	20	252
NZ_CP014477.1_3313	NZ_CP014477.1	3313	336	WYL_I_II_III_IV_V_VI_1	1.2e-15	55.6	0.955	0.955	9	329
NZ_CP014477.1_3313	NZ_CP014477.1	3313	336	WYL_I_II_III_IV_V_VI_4	3.1e-25	87.0	0.948	0.515	157	329
NZ_CP014477.1_3394	NZ_CP014477.1	3394	514	ShosTA__ShosT	8.7e-05	20.1	0.54	0.22	283	395
NZ_CP014477.1_3403	NZ_CP014477.1	3403	384	Shango__SngC	6.3e-15	52.5	0.525	0.948	10	373
NZ_CP014477.1_3456	NZ_CP014477.1	3456	229	DEDDh_I_II_III_IV_V_VI_1	2.8e-18	64.3	1.0	0.694	4	162
NZ_CP014477.1_3508	NZ_CP014477.1	3508	183	Dpd__FolE	5.5e-87	287.8	0.983	0.973	1	178
NZ_CP014477.1_3561	NZ_CP014477.1	3561	394	Retron_VII_2__DUF3800	9.5e-12	43.3	0.981	0.734	12	300
NZ_CP014477.1_3694	NZ_CP014477.1	3694	223	CBASS__QueC	6e-20	69.9	0.941	0.915	3	206
NZ_CP014477.1_3694	NZ_CP014477.1	3694	223	Dpd__QueC	4.4e-48	161.2	0.991	0.987	1	220
NZ_CP014477.1_3704	NZ_CP014477.1	3704	399	RM_Type_II__Type_II_REases	7.6e-07	27.4	1.008	0.85	53	391
NZ_CP014477.1_3704	NZ_CP014477.1	3704	399	Menshen__NsnA	1.2e-58	196.8	0.914	0.925	26	394
NZ_CP014477.1_3717	NZ_CP014477.1	3717	187	Zorya__ZorB	6.3e-07	26.7	0.457	0.556	75	178
