hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP068253.1_630	NZ_CP068253.1	630	420	RM__Type_I_S_52	4.9000000000000004e-57	191.6	0.58	0.75	100	414
NZ_CP068253.1_630	NZ_CP068253.1	630	420	RM__Type_I_S_04	2e-60	202.8	0.771	0.967	9	414
NZ_CP068253.1_631	NZ_CP068253.1	631	1016	RM__Type_I_REases_FAM_0.einsi_trimmed	6.7999999999999995e-59	197.6	0.78	0.839	104	955
NZ_CP068253.1_631	NZ_CP068253.1	631	1016	RM__Type_I_REases_FAM_1.einsi_trimmed	0.0	1091.5	0.993	0.993	3	1011
NZ_CP068253.1_633	NZ_CP068253.1	633	954	BREX__brxHII	1.0000000000000001e-109	365.6	0.791	0.778	99	840
NZ_CP068253.1_690	NZ_CP068253.1	690	922	UG9__DNA_pol	1.7e-34	117.1	0.764	0.452	486	902
NZ_CP068253.1_751	NZ_CP068253.1	751	670	TniQ_I-F_1	1.3e-12	46.3	0.978	0.193	10	138
NZ_CP068253.1_765	NZ_CP068253.1	765	793	RM__Type_I_REases_FAM_2.einsi_trimmed	5e-211	700.9	0.65	0.695	4	554
NZ_CP068253.1_766	NZ_CP068253.1	766	420	RM_Type_II__Type_II_MTases_FAM_30	2.2e-13	47.1	0.412	0.602	128	380
NZ_CP068253.1_766	NZ_CP068253.1	766	420	RM_Type_II__Type_II_MTases_FAM_10	9.6e-15	51.9	0.457	0.529	161	382
NZ_CP068253.1_766	NZ_CP068253.1	766	420	RM_Type_II__Type_II_MTases_FAM_29	1.8e-17	60.6	0.44	0.617	142	400
NZ_CP068253.1_766	NZ_CP068253.1	766	420	RM_Type_II__Type_II_MTases_FAM_14	2.7e-18	63.3	0.401	0.526	158	378
NZ_CP068253.1_766	NZ_CP068253.1	766	420	PrrC__EcoprrI	8.9e-19	66.0	0.646	0.767	63	384
NZ_CP068253.1_766	NZ_CP068253.1	766	420	RM_Type_II__Type_II_MTases_FAM_6	4.3e-20	69.4	0.406	0.538	157	382
NZ_CP068253.1_766	NZ_CP068253.1	766	420	RM_Type_II__Type_II_MTases_FAM_33	1.1999999999999999e-41	140.7	0.473	0.598	131	381
NZ_CP068253.1_766	NZ_CP068253.1	766	420	RM__Type_I_MTases_FAM_0	2.9999999999999997e-53	179.0	0.627	0.767	61	382
NZ_CP068253.1_766	NZ_CP068253.1	766	420	RM__Type_I_MTases_FAM_2	4e-66	221.3	0.736	0.895	12	387
NZ_CP068253.1_766	NZ_CP068253.1	766	420	RM__Type_I_MTases_FAM_1	4.4e-163	540.9	0.849	0.988	3	417
NZ_CP068253.1_769	NZ_CP068253.1	769	1081	UG6__Nitrilase	7.6000000000000005e-25	85.2	0.872	0.255	797	1072
NZ_CP068253.1_769	NZ_CP068253.1	769	1081	Rst_RT-Tm__RT2	5.7000000000000005e-30	101.4	0.404	0.364	17	409
NZ_CP068253.1_769	NZ_CP068253.1	769	1081	UG5_small__Nitrilase	1.9e-112	374.8	0.988	0.981	15	1074
NZ_CP068253.1_769	NZ_CP068253.1	769	1081	Rst_RT-Tm__RT	0.0	1106.8	0.957	0.986	12	1077
NZ_CP068253.1_840	NZ_CP068253.1	840	1150	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	9.5e-11	39.0	0.646	0.369	692	1115
NZ_CP068253.1_897	NZ_CP068253.1	897	628	UG6__DnaG	2.6e-14	50.5	0.525	0.298	183	369
NZ_CP068253.1_934	NZ_CP068253.1	934	221	Zorya__ZorB	1.1e-07	29.1	0.547	0.597	85	216
NZ_CP068253.1_935	NZ_CP068253.1	935	680	Gabija__GajB_1	1.3e-39	133.8	0.933	0.904	11	625
NZ_CP068253.1_935	NZ_CP068253.1	935	680	UG35__UvrD	1.4e-87	292.2	0.53	0.641	4	439
NZ_CP068253.1_935	NZ_CP068253.1	935	680	Gabija__GajB_2	4.8e-108	359.7	0.775	0.944	2	643
NZ_CP068253.1_949	NZ_CP068253.1	949	1199	Lamassu-Fam__LmuB_SMC_Hydrolase_protease	1.7e-15	53.7	0.435	0.402	1	482
NZ_CP068253.1_949	NZ_CP068253.1	949	1199	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	3.5e-18	63.5	0.789	0.407	1	488
NZ_CP068253.1_952	NZ_CP068253.1	952	489	Wadjet__JetA_I	1.6e-81	272.3	0.974	0.957	8	475
NZ_CP068253.1_953	NZ_CP068253.1	953	264	Wadjet__JetB_I	1.2e-42	143.5	0.789	0.75	55	252
NZ_CP068253.1_954	NZ_CP068253.1	954	1126	Wadjet__JetC_I	6.9e-208	690.6	0.993	0.975	12	1109
NZ_CP068253.1_955	NZ_CP068253.1	955	405	Wadjet__JetD_I	1.6999999999999998e-73	245.6	0.941	0.943	11	392
NZ_CP068253.1_1087	NZ_CP068253.1	1087	227	CBASS__QueC	1.3000000000000001e-20	71.9	0.957	0.912	4	210
NZ_CP068253.1_1087	NZ_CP068253.1	1087	227	Dpd__QueC	2e-48	162.1	0.995	0.974	5	225
NZ_CP068253.1_1101	NZ_CP068253.1	1101	459	Lamassu-Fam__LmuA_effector_Protease	1.2e-08	32.1	0.454	0.383	86	261
NZ_CP068253.1_1338	NZ_CP068253.1	1338	860	Dodola__DolB	1.1e-26	91.3	0.733	0.363	521	832
NZ_CP068253.1_1372	NZ_CP068253.1	1372	201	RM_Type_IV__FAM_2	1.6e-52	176.2	0.557	0.93	9	195
NZ_CP068253.1_1467	NZ_CP068253.1	1467	171	Veles__VlsC1	3.8e-33	112.3	0.966	0.924	7	164
NZ_CP068253.1_1467	NZ_CP068253.1	1467	171	Veles__VlsC2	3.2e-33	112.5	0.966	0.918	9	165
NZ_CP068253.1_1597	NZ_CP068253.1	1597	275	RM_Type_II__Type_II_REase14	6.1e-14	49.9	0.442	0.716	19	215
NZ_CP068253.1_1602	NZ_CP068253.1	1602	308	RM_Type_II__Type_II_REase34	1.9e-35	120.4	0.422	0.591	99	280
NZ_CP068253.1_1707	NZ_CP068253.1	1707	762	Dodola__DolB	2.7e-21	73.6	0.488	0.252	425	616
NZ_CP068253.1_1769	NZ_CP068253.1	1769	199	Dpd__QueD	2.9e-08	31.7	0.775	0.482	5	100
NZ_CP068253.1_1777	NZ_CP068253.1	1777	258	Gao_Qat__QatD	2.8e-16	57.1	0.953	0.981	2	254
NZ_CP068253.1_1879	NZ_CP068253.1	1879	286	CBASS__AG_E1_ThiF	6.7e-65	216.4	0.996	0.818	47	280
NZ_CP068253.1_1900	NZ_CP068253.1	1900	230	DEDDh_I_II_III_IV_V_VI_1	1.2e-18	65.4	1.0	0.691	4	162
NZ_CP068253.1_1973	NZ_CP068253.1	1973	513	ShosTA__ShosT	0.00033	18.0	0.544	0.226	281	396
NZ_CP068253.1_2016	NZ_CP068253.1	2016	406	Dnd__DndA	3e-138	458.4	0.976	0.906	5	372
NZ_CP068253.1_2022	NZ_CP068253.1	2022	480	Pycsar__AG_cyclase	1.3e-28	97.6	0.528	0.375	224	403
NZ_CP068253.1_2047	NZ_CP068253.1	2047	571	recD_IV-D_1	6.300000000000001e-20	68.4	0.48	0.667	2	382
NZ_CP068253.1_2092	NZ_CP068253.1	2092	336	WYL_I_II_III_IV_V_VI_1	1.1e-16	58.8	0.955	0.955	10	330
NZ_CP068253.1_2092	NZ_CP068253.1	2092	336	WYL_I_II_III_IV_V_VI_4	6.8e-24	82.4	0.948	0.515	158	330
NZ_CP068253.1_2157	NZ_CP068253.1	2157	185	Dpd__FolE	5.9000000000000005e-87	287.5	0.994	0.973	1	180
NZ_CP068253.1_2169	NZ_CP068253.1	2169	222	DEDDh_I_II_III_IV_V_VI_1	2.2e-24	84.0	0.994	0.802	25	202
NZ_CP068253.1_2177	NZ_CP068253.1	2177	449	DEDDh_I_II_III_IV_V_VI_1	4.2e-35	118.8	0.994	0.356	223	382
NZ_CP068253.1_2212	NZ_CP068253.1	2212	810	Dodola__DolB	1.6e-11	41.4	0.835	0.394	253	571
NZ_CP068253.1_2255	NZ_CP068253.1	2255	204	cas6f_I_II_III_IV_V_VI_2	2.2e-42	142.8	1.0	0.995	1	203
NZ_CP068253.1_2255	NZ_CP068253.1	2255	204	cas6f_I_II_III_IV_V_VI_3	1.2e-50	169.9	1.0	0.98	4	203
NZ_CP068253.1_2256	NZ_CP068253.1	2256	338	cas7f_I-F_1	1.1e-129	430.3	0.997	0.97	8	335
NZ_CP068253.1_2256	NZ_CP068253.1	2256	338	cas7f_I-F_2	5.1e-132	437.8	1.0	0.964	8	333
NZ_CP068253.1_2257	NZ_CP068253.1	2257	295	cas5f_I-F_1	1.4e-18	64.6	0.452	0.403	4	122
NZ_CP068253.1_2257	NZ_CP068253.1	2257	295	cas5f_I-F_2	7.7e-73	242.9	1.0	0.969	4	289
NZ_CP068253.1_2257	NZ_CP068253.1	2257	295	cas5f_I-F_3	3.1e-94	313.2	1.0	0.966	5	289
NZ_CP068253.1_2257	NZ_CP068253.1	2257	295	cas5f_I-F_4	1.8e-105	350.0	1.0	0.963	5	288
NZ_CP068253.1_2258	NZ_CP068253.1	2258	414	cas8f_I-F_4	1.4999999999999999e-97	324.8	0.992	0.865	40	397
NZ_CP068253.1_2258	NZ_CP068253.1	2258	414	cas8f_I-F_8	1.3e-110	367.5	0.987	0.857	40	394
NZ_CP068253.1_2259	NZ_CP068253.1	2259	1125	cas3HD_I_1	6e-12	43.4	0.778	0.201	104	329
NZ_CP068253.1_2259	NZ_CP068253.1	2259	1125	cas3_I_2	1.6e-17	61.2	0.901	0.413	430	894
NZ_CP068253.1_2259	NZ_CP068253.1	2259	1125	cas3_I_5	3.9e-48	161.9	0.525	0.407	188	645
NZ_CP068253.1_2259	NZ_CP068253.1	2259	1125	cas3f_I-F_1	1.7e-276	917.6	0.999	0.995	1	1119
NZ_CP068253.1_2261	NZ_CP068253.1	2261	313	cas1_I_II_III_IV_V_VI_10	5.2e-24	82.5	0.929	0.859	20	288
NZ_CP068253.1_2261	NZ_CP068253.1	2261	313	cas1_I_II_III_IV_V_VI_1	2.1e-31	106.7	0.82	0.856	20	287
NZ_CP068253.1_2261	NZ_CP068253.1	2261	313	cas1_I_II_III_IV_V_VI_2	2.5e-48	162.2	0.996	0.85	20	285
NZ_CP068253.1_2261	NZ_CP068253.1	2261	313	cas1_I_II_III_IV_V_VI_8	2.9e-55	185.2	0.805	0.879	14	288
NZ_CP068253.1_2261	NZ_CP068253.1	2261	313	cas1_I-F_1	2.9e-140	464.4	0.99	0.949	12	308
NZ_CP068253.1_2340	NZ_CP068253.1	2340	134	Thoeris__ThsB_Global	8.1e-19	65.8	0.523	0.761	2	103
NZ_CP068253.1_2410	NZ_CP068253.1	2410	632	Gao_Iet__IetA	1.7e-29	100.5	0.558	0.354	165	388
NZ_CP068253.1_2512	NZ_CP068253.1	2512	600	Septu__PtuA	7.8e-25	86.1	0.761	0.598	1	359
NZ_CP068253.1_2512	NZ_CP068253.1	2512	600	Gabija__GajA	5.3e-95	317.0	0.962	0.952	1	571
NZ_CP068253.1_2513	NZ_CP068253.1	2513	663	Gabija__GajB_3	5.7e-11	39.8	0.764	0.543	44	403
NZ_CP068253.1_2513	NZ_CP068253.1	2513	663	Gabija__GajB_2	4.1e-68	227.9	0.74	0.937	25	645
NZ_CP068253.1_2545	NZ_CP068253.1	2545	279	Lamassu-Fam__LmuA_effector_Sir2	2.3e-19	67.3	0.508	0.774	7	222
NZ_CP068253.1_2545	NZ_CP068253.1	2545	279	Thoeris_I__ThsA_new_grand	1.1e-31	107.6	0.454	0.817	10	237
NZ_CP068253.1_2601	NZ_CP068253.1	2601	355	Zorya__ZorB	4.2e-09	33.7	0.438	0.282	236	335
NZ_CP068253.1_2665	NZ_CP068253.1	2665	470	DISARM__drmC	6.9e-12	43.0	0.513	0.298	279	418
NZ_CP068253.1_2774	NZ_CP068253.1	2774	660	Gabija__GajB_1	4.8e-37	125.4	0.908	0.874	21	597
NZ_CP068253.1_2774	NZ_CP068253.1	2774	660	UG35__UvrD	1.3999999999999998e-54	183.0	0.498	0.614	9	413
NZ_CP068253.1_2774	NZ_CP068253.1	2774	660	Gabija__GajB_2	2.5e-85	284.7	0.747	0.917	9	613
NZ_CP068253.1_2814	NZ_CP068253.1	2814	233	WYL_I_II_III_IV_V_VI_4	3.2e-13	47.7	0.483	0.361	137	220
NZ_CP068253.1_2814	NZ_CP068253.1	2814	233	WYL_I_II_III_IV_V_VI_1	2e-61	205.7	0.69	0.923	1	215
NZ_CP068253.1_2887	NZ_CP068253.1	2887	501	Gabija__GajB_3	1.6e-07	28.5	0.562	0.527	214	477
NZ_CP068253.1_2888	NZ_CP068253.1	2888	461	Septu__PtuA	7.8e-45	152.0	0.903	0.967	1	446
NZ_CP068253.1_2888	NZ_CP068253.1	2888	461	Retron_I_A__ATPase_TypeIA	9.5e-83	276.6	0.833	0.974	1	449
NZ_CP068253.1_2911	NZ_CP068253.1	2911	554	Retron_I_A__ATPase_TypeIA	6.2e-07	26.4	0.421	0.446	2	248
NZ_CP068253.1_2927	NZ_CP068253.1	2927	381	DRT_2__drt2	4.1e-126	419.2	0.842	0.955	4	367
NZ_CP068253.1_2927	NZ_CP068253.1	2927	381	DRT2__DRT2	6.999999999999999e-137	454.9	0.71	0.976	3	374
NZ_CP068253.1_3002	NZ_CP068253.1	3002	431	RM_Type_II__Type_II_MTases_FAM_35	3.9e-16	55.9	0.429	0.812	29	378
NZ_CP068253.1_3002	NZ_CP068253.1	3002	431	RM_Type_II__Type_II_MTases_FAM_39	3.7e-16	56.8	0.951	0.826	29	384
NZ_CP068253.1_3002	NZ_CP068253.1	3002	431	RM_Type_II__Type_II_MTases_FAM_5	1.7e-66	222.5	0.959	0.847	29	393
NZ_CP068253.1_3002	NZ_CP068253.1	3002	431	RM_Type_II__Type_II_MTases_FAM_11	5.1e-85	283.3	0.989	0.875	17	393
NZ_CP068253.1_3056	NZ_CP068253.1	3056	376	PsyrTA__PsyrA	1.1e-26	91.3	0.585	0.614	83	313
NZ_CP068253.1_3056	NZ_CP068253.1	3056	376	ShosTA__ShosA	7.9e-59	196.8	0.878	0.737	17	293
NZ_CP068253.1_3108	NZ_CP068253.1	3108	964	RM__Type_I_REases_FAM_2.einsi_trimmed	6.8e-34	114.8	0.487	0.397	174	556
NZ_CP068253.1_3164	NZ_CP068253.1	3164	608	Gabija__GajA	4.0000000000000006e-34	115.9	0.584	0.64	1	389
NZ_CP068253.1_3188	NZ_CP068253.1	3188	360	Veles__VlsB1	1.1e-130	433.6	0.976	0.992	3	359
NZ_CP068253.1_3188	NZ_CP068253.1	3188	360	Veles__VlsB2	1.1000000000000001e-131	437.0	0.936	0.989	4	359
NZ_CP068253.1_3193	NZ_CP068253.1	3193	143	Veles__VlsC2	4.7e-60	199.5	0.946	0.951	6	141
NZ_CP068253.1_3193	NZ_CP068253.1	3193	143	Veles__VlsC1	4.7e-61	202.8	0.966	0.979	2	141
