hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_AP024524.1_1302	NZ_AP024524.1	1302	341	WYL_I_II_III_IV_V_VI_1	5.4e-17	59.7	0.949	0.935	9	327
NZ_AP024524.1_1302	NZ_AP024524.1	1302	341	WYL_I_II_III_IV_V_VI_4	4.8e-23	79.6	0.948	0.507	157	329
NZ_AP024524.1_1336	NZ_AP024524.1	1336	262	CBASS__AG_E1_ThiF	4.4000000000000005e-63	210.4	0.984	0.889	23	255
NZ_AP024524.1_1357	NZ_AP024524.1	1357	438	Druantia_II__DruM	1.1e-43	147.4	0.832	0.9	42	435
NZ_AP024524.1_1357	NZ_AP024524.1	1357	438	DISARM_2__drmMII	1.3e-44	150.2	0.957	0.897	43	435
NZ_AP024524.1_1357	NZ_AP024524.1	1357	438	RM_Type_II__Type_II_MTases	1.6e-54	183.0	0.973	0.904	41	436
NZ_AP024524.1_1358	NZ_AP024524.1	1358	705	RM_Type_II__Type_II_REases	3.7e-46	156.1	1.527	0.729	7	520
NZ_AP024524.1_1364	NZ_AP024524.1	1364	262	RM_Type_II__Type_II_MTases	6.1e-20	69.1	0.552	0.775	2	204
NZ_AP024524.1_1471	NZ_AP024524.1	1471	337	RM_Type_II__Type_II_MTases	4.7e-08	29.3	0.402	0.404	155	290
NZ_AP024524.1_1505	NZ_AP024524.1	1505	518	DISARM__drmC	1.3e-13	48.6	0.513	0.301	305	460
NZ_AP024524.1_1555	NZ_AP024524.1	1555	237	Rst_Hydrolase-Tm__Hydrolase	1.4e-05	22.0	0.778	0.857	5	207
NZ_AP024524.1_1563	NZ_AP024524.1	1563	334	Zorya__ZorB	2.5e-10	37.6	0.449	0.305	229	330
NZ_AP024524.1_1741	NZ_AP024524.1	1741	759	Dodola__DolB	5.9e-21	72.4	0.483	0.25	424	613
NZ_AP024524.1_1764	NZ_AP024524.1	1764	406	Dnd__DndA	1e-135	450.0	0.979	0.909	5	373
NZ_AP024524.1_1770	NZ_AP024524.1	1770	497	Pycsar__AG_cyclase	1.2e-28	97.6	0.603	0.445	224	444
NZ_AP024524.1_1772	NZ_AP024524.1	1772	1154	PsyrTA__PsyrT	2.4e-07	26.7	0.469	0.273	609	923
NZ_AP024524.1_1942	NZ_AP024524.1	1942	384	Shango__SngC	6.7e-19	65.4	0.515	0.93	9	365
NZ_AP024524.1_1968	NZ_AP024524.1	1968	502	Zorya__ZorB	4.2e-06	23.7	0.687	0.321	326	486
NZ_AP024524.1_1973	NZ_AP024524.1	1973	860	Dodola__DolB	3.2e-27	93.0	0.736	0.364	520	832
NZ_AP024524.1_2077	NZ_AP024524.1	2077	185	Dpd__FolE	4.9e-87	287.7	0.989	0.968	1	179
NZ_AP024524.1_2112	NZ_AP024524.1	2112	220	DEDDh_I_II_III_IV_V_VI_1	5.7e-25	85.8	0.994	0.809	23	200
NZ_AP024524.1_2123	NZ_AP024524.1	2123	458	DEDDh_I_II_III_IV_V_VI_1	1.6e-33	113.6	0.994	0.349	232	391
NZ_AP024524.1_2143	NZ_AP024524.1	2143	809	Dodola__DolB	2.5e-12	44.0	0.917	0.43	223	570
NZ_AP024524.1_2174	NZ_AP024524.1	2174	302	WYL_I_II_III_IV_V_VI_4	5e-26	89.3	0.994	0.556	129	296
NZ_AP024524.1_2174	NZ_AP024524.1	2174	302	WYL_I_II_III_IV_V_VI_1	2.8e-32	109.9	0.984	0.967	8	299
NZ_AP024524.1_2244	NZ_AP024524.1	2244	326	Gao_Qat__QatA	1e-08	31.7	0.406	0.804	41	302
NZ_AP024524.1_2339	NZ_AP024524.1	2339	973	recD_IV-D_1	2.1e-21	73.1	0.499	0.38	338	707
NZ_AP024524.1_2348	NZ_AP024524.1	2348	1204	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	1.8e-18	64.4	0.784	0.435	1	524
NZ_AP024524.1_2348	NZ_AP024524.1	2348	1204	Lamassu-Fam__LmuB_SMC_Hydrolase_protease	3.1e-20	69.3	0.499	0.438	1	527
NZ_AP024524.1_2362	NZ_AP024524.1	2362	680	Gabija__GajB_1	9.7e-39	130.9	0.937	0.907	9	625
NZ_AP024524.1_2362	NZ_AP024524.1	2362	680	Gabija__GajB_2	7e-108	359.1	0.77	0.938	6	643
NZ_AP024524.1_2363	NZ_AP024524.1	2363	218	Zorya__ZorB	3.3e-10	37.2	0.566	0.628	77	213
NZ_AP024524.1_2417	NZ_AP024524.1	2417	1151	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	3.7e-10	36.9	0.519	0.306	766	1117
NZ_AP024524.1_2417	NZ_AP024524.1	2417	1151	Paris_I__AAA_15	1.1e-15	55.7	0.71	0.335	1	386
NZ_AP024524.1_2562	NZ_AP024524.1	2562	257	CBASS__AG_E1_ThiF	3.3999999999999998e-37	125.6	0.836	0.903	21	252
NZ_AP024524.1_2564	NZ_AP024524.1	2564	185	DEDDh_I_II_III_IV_V_VI_1	6.5e-12	43.3	0.812	0.789	10	155
NZ_AP024524.1_2568	NZ_AP024524.1	2568	153	PD-T4-9__PD-T4-9_C	2.6e-05	21.9	0.947	0.843	11	139
NZ_AP024524.1_2571	NZ_AP024524.1	2571	273	Gao_Qat__QatD	1.9e-13	47.8	0.752	0.747	63	266
NZ_AP024524.1_2581	NZ_AP024524.1	2581	996	RM_Type_III__Type_III_REases	9.2e-287	951.5	0.997	0.977	15	987
NZ_AP024524.1_2582	NZ_AP024524.1	2582	654	RM_Type_II__Type_II_MTases	8e-24	81.7	0.503	0.292	88	278
NZ_AP024524.1_2582	NZ_AP024524.1	2582	654	RM_Type_III__Type_III_MTases	3.1e-168	559.1	0.976	0.983	2	644
NZ_AP024524.1_2595	NZ_AP024524.1	2595	409	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	3.2e-14	50.3	0.668	0.89	2	365
NZ_AP024524.1_2595	NZ_AP024524.1	2595	409	Lamassu-Fam__LmuB_SMC_Cap4_nuclease	3.1000000000000004e-104	346.8	0.69	0.98	1	401
NZ_AP024524.1_2602	NZ_AP024524.1	2602	240	JukAB__JukA	6.9e-40	134.7	0.919	0.971	3	235
NZ_AP024524.1_2603	NZ_AP024524.1	2603	301	JukAB__JukB	9.7e-59	196.7	0.921	0.93	2	281
NZ_AP024524.1_2657	NZ_AP024524.1	2657	663	Gabija__GajB_3	6.7e-18	62.5	0.674	0.425	24	305
NZ_AP024524.1_2657	NZ_AP024524.1	2657	663	Gabija__GajB_1	2.1e-35	119.9	0.939	0.894	19	611
NZ_AP024524.1_2657	NZ_AP024524.1	2657	663	Gabija__GajB_2	2.1e-82	274.9	0.779	0.941	9	632
NZ_AP024524.1_2768	NZ_AP024524.1	2768	1373	Gabija__GajB_2	3.4e-48	162.0	0.625	0.54	124	865
