hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_AP021936.1_2328	NZ_AP021936.1	2328	620	Retron_I_B__ATPase_TOPRIM_COG3593	5.7e-58	195.3	0.943	0.979	1	607
NZ_AP021936.1_2328	NZ_AP021936.1	2328	620	Paris_I__AAA_15	1.5e-59	200.2	0.997	0.6	1	372
NZ_AP021936.1_2416	NZ_AP021936.1	2416	359	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II	7.3e-13	47.2	0.799	0.797	17	302
NZ_AP021936.1_2416	NZ_AP021936.1	2416	359	Lamassu-Fam__LmuA_effector_Cap4_nuclease	1.2e-45	154.3	0.968	0.972	3	351
NZ_AP021936.1_2417	NZ_AP021936.1	2417	577	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	8.1e-20	69.1	0.954	0.906	4	526
NZ_AP021936.1_2417	NZ_AP021936.1	2417	577	Lamassu-Fam__LmuB_SMC_Cap4_nuclease	1.5e-104	348.2	0.989	0.977	1	564
NZ_AP021936.1_2484	NZ_AP021936.1	2484	474	Zorya__ZorB	2.3e-05	21.6	0.472	0.228	364	471
NZ_AP021936.1_2491	NZ_AP021936.1	2491	860	Dodola__DolB	1.4e-22	78.1	0.531	0.251	507	722
NZ_AP021936.1_2577	NZ_AP021936.1	2577	293	Thoeris__ThsB_Global	8.5e-20	69.2	0.565	0.375	153	262
NZ_AP021936.1_2617	NZ_AP021936.1	2617	221	DEDDh_I_II_III_IV_V_VI_1	1.8999999999999998e-23	81.2	0.994	0.805	24	201
NZ_AP021936.1_2625	NZ_AP021936.1	2625	460	DEDDh_I_II_III_IV_V_VI_1	3.2e-33	112.9	0.994	0.348	234	393
NZ_AP021936.1_2648	NZ_AP021936.1	2648	810	Dodola__DolB	8.1e-12	42.7	0.917	0.43	224	571
NZ_AP021936.1_2708	NZ_AP021936.1	2708	211	Retron_I_A__HNH_TIGR02646	1.1e-13	49.2	0.577	0.749	29	186
NZ_AP021936.1_2708	NZ_AP021936.1	2708	211	Septu__PtuB	5.4e-23	80.2	0.57	0.773	23	185
NZ_AP021936.1_2709	NZ_AP021936.1	2709	389	Paris_II__AAA_21	3.4e-17	61.0	0.997	0.686	9	275
NZ_AP021936.1_2709	NZ_AP021936.1	2709	389	Paris_II__AriA_AAA21	2.3e-21	74.3	0.788	0.72	4	283
NZ_AP021936.1_2709	NZ_AP021936.1	2709	389	Septu__PtuA	4.4000000000000004e-30	103.6	0.906	0.967	7	382
NZ_AP021936.1_2710	NZ_AP021936.1	2710	277	PD-Lambda-3__PD-Lambda-3_B	6e-83	275.9	0.97	0.953	5	268
NZ_AP021936.1_2791	NZ_AP021936.1	2791	426	RM_Type_II__Type_II_MTases	3.3e-12	43.7	0.691	0.552	105	339
NZ_AP021936.1_2791	NZ_AP021936.1	2791	426	PrrC__EcoprrI	2.4e-13	48.3	0.725	0.8	20	360
NZ_AP021936.1_2791	NZ_AP021936.1	2791	426	RM_Type_IIG__Type_IIG	1.5e-166	554.1	0.453	0.972	2	415
NZ_AP021936.1_2808	NZ_AP021936.1	2808	354	PD-T7-1__PD-T7-1	1.9000000000000002e-58	196.0	0.722	0.941	2	334
NZ_AP021936.1_2808	NZ_AP021936.1	2808	354	PD-T7-5__PD-T7-5	1.9e-141	469.0	0.932	0.992	1	351
NZ_AP021936.1_2846	NZ_AP021936.1	2846	315	PD-T4-5__PD-T4-5	8.6e-39	131.6	0.914	0.93	2	294
NZ_AP021936.1_2859	NZ_AP021936.1	2859	493	DISARM_2__drmMII	1.9e-26	90.8	0.501	0.396	15	209
NZ_AP021936.1_2859	NZ_AP021936.1	2859	493	RM_Type_II__Type_II_MTases	1.9e-32	110.7	0.951	0.947	15	481
NZ_AP021936.1_2859	NZ_AP021936.1	2859	493	Druantia_II__DruM	9.9e-36	121.5	0.811	0.943	17	481
NZ_AP021936.1_2881	NZ_AP021936.1	2881	227	DEDDh_I_II_III_IV_V_VI_1	2.9e-19	67.5	0.981	0.683	4	158
NZ_AP021936.1_2905	NZ_AP021936.1	2905	1199	Lamassu-Fam__LmuB_SMC_Hydrolase_protease	4.4e-18	62.5	0.484	0.403	1	483
NZ_AP021936.1_2905	NZ_AP021936.1	2905	1199	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	2.2e-19	67.7	0.786	0.425	1	510
NZ_AP021936.1_2919	NZ_AP021936.1	2919	680	Gabija__GajB_1	1.4e-38	130.7	0.939	0.91	7	625
NZ_AP021936.1_2919	NZ_AP021936.1	2919	680	Gabija__GajB_2	4.8e-107	356.6	0.774	0.943	3	643
NZ_AP021936.1_2921	NZ_AP021936.1	2921	218	Zorya__ZorB	2.4e-10	37.9	0.562	0.624	78	213
NZ_AP021936.1_2998	NZ_AP021936.1	2998	1150	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	2e-07	28.2	0.792	0.43	1	494
NZ_AP021936.1_2998	NZ_AP021936.1	2998	1150	Retron_I_B__ATPase_TOPRIM_COG3593	2.6e-15	54.4	0.41	0.218	1	251
NZ_AP021936.1_3092	NZ_AP021936.1	3092	247	DEDDh_I_II_III_IV_V_VI_1	8.3e-24	82.3	0.994	0.656	4	165
NZ_AP021936.1_3114	NZ_AP021936.1	3114	268	PD-Lambda-5__PD-Lambda-5_B	1.2e-13	48.6	0.896	0.918	21	266
NZ_AP021936.1_3114	NZ_AP021936.1	3114	268	RM_Type_II__Type_II_MTases	4.0000000000000004e-36	122.5	0.716	0.937	14	264
NZ_AP021936.1_3234	NZ_AP021936.1	3234	421	Retron_I_B__ATPase_TOPRIM_COG3593	4e-15	53.8	0.561	0.838	1	353
NZ_AP021936.1_3234	NZ_AP021936.1	3234	421	Paris_I__AAA_15	1.1999999999999998e-22	78.9	0.997	0.829	1	349
NZ_AP021936.1_3234	NZ_AP021936.1	3234	421	Menshen__NsnB	3e-36	123.5	0.994	0.979	3	414
NZ_AP021936.1_3235	NZ_AP021936.1	3235	377	Rst_gop_beta_cll__beta	1.2e-09	35.0	0.493	0.493	176	361
NZ_AP021936.1_3235	NZ_AP021936.1	3235	377	PD-Lambda-2__PD-Lambda-2_C	2.8000000000000003e-109	363.3	0.963	0.973	5	371
NZ_AP021936.1_3236	NZ_AP021936.1	3236	408	PD-Lambda-2__PD-Lambda-2_B	2.0000000000000002e-207	686.6	0.993	0.98	1	400
NZ_AP021936.1_3237	NZ_AP021936.1	3237	91	PD-Lambda-2__PD-Lambda-2_A	1.1e-24	84.1	0.966	0.901	1	82
NZ_AP021936.1_3283	NZ_AP021936.1	3283	254	CBASS__AG_E1_ThiF	2.2e-37	126.5	0.82	0.898	21	248
NZ_AP021936.1_3286	NZ_AP021936.1	3286	271	Gao_Qat__QatD	1.9e-11	41.6	0.591	0.572	64	218
NZ_AP021936.1_3304	NZ_AP021936.1	3304	189	DEDDh_I_II_III_IV_V_VI_1	1.2e-10	39.6	0.812	0.751	10	151
NZ_AP021936.1_3308	NZ_AP021936.1	3308	153	PD-T4-9__PD-T4-9_C	3.5e-06	25.0	0.947	0.843	11	139
NZ_AP021936.1_3374	NZ_AP021936.1	3374	688	Gabija__GajB_3	2.7e-18	64.1	0.669	0.411	51	333
NZ_AP021936.1_3374	NZ_AP021936.1	3374	688	Gabija__GajB_1	1.6999999999999999e-37	127.1	0.925	0.85	42	626
NZ_AP021936.1_3374	NZ_AP021936.1	3374	688	Gabija__GajB_2	3.3000000000000003e-85	284.6	0.77	0.894	37	651
NZ_AP021936.1_3413	NZ_AP021936.1	3413	232	WYL_I_II_III_IV_V_VI_4	2.4e-14	51.6	0.523	0.392	136	226
NZ_AP021936.1_3413	NZ_AP021936.1	3413	232	WYL_I_II_III_IV_V_VI_1	1.1e-57	193.7	0.728	0.966	1	224
NZ_AP021936.1_3458	NZ_AP021936.1	3458	1233	Gabija__GajB_2	3.7e-55	185.3	0.723	0.693	8	861
NZ_AP021936.1_3469	NZ_AP021936.1	3469	501	Gabija__GajB_3	1.7e-06	25.2	0.562	0.527	214	477
NZ_AP021936.1_3470	NZ_AP021936.1	3470	462	Septu__PtuA	7.2e-45	152.3	0.71	0.779	1	360
NZ_AP021936.1_3470	NZ_AP021936.1	3470	462	Retron_I_A__ATPase_TypeIA	5.5000000000000005e-96	320.5	0.73	0.844	1	390
NZ_AP021936.1_3491	NZ_AP021936.1	3491	556	Retron_I_A__ATPase_TypeIA	7e-09	33.0	0.425	0.403	2	225
NZ_AP021936.1_3516	NZ_AP021936.1	3516	640	RM_Type_II__Type_II_REases	2.7e-09	34.9	0.618	0.317	1	203
NZ_AP021936.1_3581	NZ_AP021936.1	3581	431	RM_Type_II__Type_II_MTases	4.8e-84	280.3	0.989	0.875	17	393
NZ_AP021936.1_3625	NZ_AP021936.1	3625	385	PsyrTA__PsyrA	5.0000000000000004e-30	102.5	0.613	0.634	84	327
NZ_AP021936.1_3625	NZ_AP021936.1	3625	385	ShosTA__ShosA	8.6e-65	216.6	0.891	0.732	21	302
NZ_AP021936.1_3705	NZ_AP021936.1	3705	282	Paris__DUF4435	8.700000000000001e-20	69.5	0.966	0.759	21	234
NZ_AP021936.1_3705	NZ_AP021936.1	3705	282	Paris_II__AriB_DUF4435_II	9.5e-28	95.7	0.825	0.869	9	253
NZ_AP021936.1_3705	NZ_AP021936.1	3705	282	Paris_I__AriB_DUF4435_I	1.1e-39	134.9	0.89	0.965	3	274
NZ_AP021936.1_3706	NZ_AP021936.1	3706	418	Paris_II__AAA_21	3e-14	51.3	0.766	0.533	178	400
NZ_AP021936.1_3706	NZ_AP021936.1	3706	418	Paris_I__AAA_15	5.5e-21	73.4	0.992	0.95	4	400
NZ_AP021936.1_3706	NZ_AP021936.1	3706	418	Retron_I_B__ATPase_TOPRIM_COG3593	3.9999999999999997e-22	76.9	0.562	0.978	1	409
NZ_AP021936.1_3706	NZ_AP021936.1	3706	418	Septu__PtuA	1.5e-32	111.7	0.749	0.978	1	409
NZ_AP021936.1_3706	NZ_AP021936.1	3706	418	Retron_I_A__ATPase_TypeIA	6.7e-35	118.9	0.699	0.971	3	408
NZ_AP021936.1_3706	NZ_AP021936.1	3706	418	Paris_II__AriA_AAA21	2.3000000000000002e-74	248.9	0.849	0.988	1	413
NZ_AP021936.1_3706	NZ_AP021936.1	3706	418	Paris_I__AriA_AAA15	1.0999999999999999e-89	299.6	0.934	0.995	1	416
NZ_AP021936.1_3709	NZ_AP021936.1	3709	177	Butters_gp30_gp31__Butters_gp31	3.3e-05	21.8	0.887	0.96	1	170
