system.number,seqid,system,target.name,hmm.accession,hmm.name,protein.name,full.seq.E.value,domain.iE.value,target.coverage,hmm.coverage,start,end,strand,target.description,relative.position,contig.end,all.domains,best.hits
5,NZ_CP038022.1,PDC-M26,NZ_CP038022.1_1357,PDLC04547,PDC-M26A_WP_222613983.1,PDC-M26A,0,0,0.996,0.994,1467309,1469525,+,# 1467309 # 1469525 # 1 # ;gc_cont=0.369,1357,2765,"PDLC04547,PDC-M26A_WP_222613983.1, 1, 0, 0.996, 0.994","PDLC04547, PDC-M26A_WP_222613983.1, 0, 0.996, 0.994"
5,NZ_CP038022.1,PDC-M26,NZ_CP038022.1_1358,PDLC04548,PDC-M26B_WP_130599334.1,PDC-M26B,0,0,0.992,0.996,1469525,1472143,+,# 1469525 # 1472143 # 1 # ;gc_cont=0.359,1358,2765,"PDLC04549,PDC-M26B_WP_125876942.1, 1, 4.8e-102, 0.993, 0.992 | PDLC04550,PDC-M26B_WP_153429522.1, 1, 2.4e-172, 0.989, 0.994 | PDLC04548,PDC-M26B_WP_130599334.1, 1, 0, 0.992, 0.996","PDLC04548, PDC-M26B_WP_130599334.1, 0, 0.992, 0.996 | PDLC04550, PDC-M26B_WP_153429522.1, 2.4e-172, 0.989, 0.994 | PDLC04549, PDC-M26B_WP_125876942.1, 4.8e-102, 0.993, 0.992"
12,NZ_CP038022.1,gabija,NZ_CP038022.1_1359,PDLC00072,GajA_00012,GajA,1.0999999999999994e-303,1.2999999999999994e-303,0.986,0.996,1472743,1474902,+,# 1472743 # 1474902 # 1 # ;gc_cont=0.300,1359,2765,"PDLC00074,GajA_00014, 1, 1e-11, 0.204, 0.321 | PDLC00097,GajA_00037, 1, 0.0095, 0.128, 0.148 | PDLC00097,GajA_00037, 2, 0.00012, 0.188, 0.217 | PDLC00077,GajA_00017, 1, 2.9e-15, 0.101, 0.122 | PDLC00077,GajA_00017, 2, 1.5e-40, 0.443, 0.526 | PDLC00083,GajA_00023, 1, 1.1e-09, 0.118, 0.142 | PDLC00083,GajA_00023, 2, 6.4e-37, 0.533, 0.645 | PDLC00068,GajA_00008, 1, 520, 0.092, 0.114 | PDLC00068,GajA_00008, 2, 4.4e-19, 0.288, 0.428 | PDLC00068,GajA_00008, 3, 160, 0.038, 0.05 | PDLC00082,GajA_00022, 1, 1.4e-07, 0.103, 0.101 | PDLC00082,GajA_00022, 2, 6.4e-19, 0.421, 0.452 | PDLC00090,GajA_00030, 1, 9.6e-09, 0.124, 0.138 | PDLC00090,GajA_00030, 2, 3e-16, 0.385, 0.446 | PDLC00078,GajA_00018, 1, 2e-27, 0.699, 0.822 | PDLC00091,GajA_00031, 1, 1.2e-18, 0.126, 0.147 | PDLC00091,GajA_00031, 2, 7.2e-62, 0.611, 0.762 | PDLC00075,GajA_00015, 1, 6.8e-05, 0.136, 0.166 | PDLC00075,GajA_00015, 2, 2.2e-24, 0.444, 0.567 | PDLC00089,GajA_00029, 1, 1.3e-06, 0.142, 0.328 | PDLC00081,GajA_00021, 1, 1.2e-10, 0.144, 0.172 | PDLC00081,GajA_00021, 2, 3.1e-19, 0.414, 0.493 | PDLC00100,GajA_00040, 1, 0.00012, 0.064, 0.074 | PDLC00100,GajA_00040, 2, 0.0034, 0.081, 0.09 | PDLC00100,GajA_00040, 3, 8.7e-15, 0.31, 0.349 | PDLC00061,GajA_00001, 1, 0.0021, 0.124, 0.14 | PDLC00061,GajA_00001, 2, 240, 0.058, 0.063 | PDLC00061,GajA_00001, 3, 5.9e-10, 0.181, 0.21 | PDLC04168,GajA_WP_183617960.1, 1, 7e-07, 0.086, 0.105 | PDLC04168,GajA_WP_183617960.1, 2, 0.00022, 0.351, 0.411 | PDLC00102,GajA_00042, 1, 1.4e-10, 0.068, 0.092 | PDLC00102,GajA_00042, 2, 6.3e-13, 0.34, 0.406 | PDLC00096,GajA_00036, 1, 1.6e-15, 0.126, 0.144 | PDLC00096,GajA_00036, 2, 1.2e-57, 0.615, 0.751 | PDLC00092,GajA_00032, 1, 9.8e-69, 0.89, 0.993 | PDLC00072,GajA_00012, 1, 1.3e-303, 0.986, 0.996 | PDLC00088,GajA_00028, 1, 5.1e-23, 0.325, 0.645 | PDLC00067,GajA_00007, 1, 6.4e-08, 0.129, 0.144 | PDLC00067,GajA_00007, 2, 1.2e-30, 0.518, 0.599 | PDLC00062,GajA_00002, 1, 5.7e-06, 0.122, 0.139 | PDLC00062,GajA_00002, 2, 2.3e-08, 0.276, 0.308 | PDLC00062,GajA_00002, 3, 1.2e-05, 0.081, 0.089 | PDLC00095,GajA_00035, 1, 8e-05, 0.068, 0.065 | PDLC00095,GajA_00035, 2, 2.3e-18, 0.269, 0.279 | PDLC00095,GajA_00035, 3, 110, 0.054, 0.055 | PDLC00079,GajA_00019, 1, 9.1e-06, 0.088, 0.085 | PDLC00079,GajA_00019, 2, 7.5e-17, 0.518, 0.553 | PDLC00099,GajA_00039, 1, 2.4e-15, 0.124, 0.141 | PDLC00099,GajA_00039, 2, 6.6e-55, 0.547, 0.645 | PDLC00084,GajA_00024, 1, 1e-15, 0.396, 0.657 | PDLC00064,GajA_00004, 1, 3.7e-57, 0.588, 0.963 | PDLC00066,GajA_00006, 1, 7.9e-15, 0.129, 0.157 | PDLC00066,GajA_00006, 2, 6.1e-26, 0.421, 0.527 | PDLC00086,GajA_00026, 1, 6.6e-07, 0.117, 0.138 | PDLC00086,GajA_00026, 2, 3.5e-13, 0.4, 0.482 | PDLC00063,GajA_00003, 1, 5.4e-07, 0.076, 0.081 | PDLC00063,GajA_00003, 2, 1.4e-17, 0.453, 0.514 | PDLC00070,GajA_00010, 1, 8.8e-21, 0.165, 0.195 | PDLC00070,GajA_00010, 2, 4.9e-79, 0.613, 0.742 | PDLC00094,GajA_00034, 1, 2.9e-06, 0.089, 0.111 | PDLC00094,GajA_00034, 2, 2e-16, 0.451, 0.562 | PDLC00087,GajA_00027, 1, 0.00017, 0.074, 0.246 | PDLC00085,GajA_00025, 1, 1.5e-09, 0.069, 0.086 | PDLC00085,GajA_00025, 2, 130, 0.036, 0.047 | PDLC00085,GajA_00025, 3, 0.63, 0.04, 0.05 | PDLC00085,GajA_00025, 4, 6.2e-11, 0.326, 0.397 | PDLC00073,GajA_00013, 1, 4.5e-09, 0.157, 0.177 | PDLC00073,GajA_00013, 2, 9.2e-33, 0.614, 0.764 | PDLC00071,GajA_00011, 1, 3e-13, 0.126, 0.151 | PDLC00071,GajA_00011, 2, 2.1e-54, 0.611, 0.748 | PDLC00101,GajA_00041, 1, 4.1e-05, 0.101, 0.114 | PDLC00101,GajA_00041, 2, 610, 0.024, 0.027 | PDLC00101,GajA_00041, 3, 4e-25, 0.417, 0.465 | PDLC00093,GajA_00033, 1, 2.6e-05, 0.069, 0.068 | PDLC00093,GajA_00033, 2, 4.1e-23, 0.29, 0.304 | PDLC00093,GajA_00033, 3, 9.7, 0.114, 0.109 | PDLC00098,GajA_00038, 1, 1.7e-08, 0.067, 0.09 | PDLC00098,GajA_00038, 2, 2.1e-13, 0.224, 0.292 | PDLC00065,GajA_00005, 1, 2.4e-30, 0.725, 0.781 | PDLC00069,GajA_00009, 1, 8.8e-19, 0.161, 0.17 | PDLC00069,GajA_00009, 2, 3.3e-41, 0.531, 0.601 | PDLC00080,GajA_00020, 1, 1.6e-14, 0.125, 0.151 | PDLC00080,GajA_00020, 2, 1.5e-52, 0.554, 0.658 | PDLC04169,GajA_WP_153499988.1, 1, 5e-04, 0.219, 0.371","PDLC00072, GajA_00012, 1.3e-303, 0.986, 0.996 | PDLC00070, GajA_00010, 4.9e-79, 0.613, 0.742 | PDLC00092, GajA_00032, 9.8e-69, 0.89, 0.993 | PDLC00091, GajA_00031, 7.2e-62, 0.611, 0.762 | PDLC00096, GajA_00036, 1.2e-57, 0.615, 0.751"
12,NZ_CP038022.1,gabija,NZ_CP038022.1_1360,PDLC00127,GajB_00025,GajB,7.999999999999997e-248,8.899999999999997e-248,0.99,0.992,1474895,1476697,+,# 1474895 # 1476697 # 1 # ;gc_cont=0.286,1360,2765,"PDLC00122,GajB_00020, 1, 7.1e-21, 0.183, 0.211 | PDLC00122,GajB_00020, 2, 2.3e-14, 0.652, 0.671 | PDLC00110,GajB_00008, 1, 2.7e-05, 0.135, 0.114 | PDLC00110,GajB_00008, 2, 9.3e-06, 0.208, 0.177 | PDLC00125,GajB_00023, 1, 3.9e-12, 0.171, 0.141 | PDLC00125,GajB_00023, 2, 1.6e-07, 0.185, 0.157 | PDLC00125,GajB_00023, 3, 0.043, 0.047, 0.042 | PDLC00138,GajB_00036, 1, 2.5e-29, 0.501, 0.542 | PDLC00138,GajB_00036, 2, 0.096, 0.048, 0.05 | PDLC00118,GajB_00016, 1, 3.6e-32, 0.514, 0.522 | PDLC00118,GajB_00016, 2, 160, 0.015, 0.017 | PDLC00113,GajB_00011, 1, 2.3e-16, 0.459, 0.399 | PDLC00113,GajB_00011, 2, 0.15, 0.092, 0.119 | PDLC00145,GajB_00043, 1, 1.4e-05, 0.461, 0.49 | PDLC00145,GajB_00043, 2, 0.66, 0.043, 0.045 | PDLC00127,GajB_00025, 1, 8.9e-248, 0.99, 0.992 | PDLC00137,GajB_00035, 1, 1.7e-12, 0.151, 0.133 | PDLC00137,GajB_00035, 2, 2.4e-09, 0.303, 0.258 | PDLC00137,GajB_00035, 3, 1, 0.032, 0.028 | PDLC00108,GajB_00006, 1, 3.6e-10, 0.2, 0.261 | PDLC00108,GajB_00006, 2, 5.9e-06, 0.097, 0.133 | PDLC00135,GajB_00033, 1, 3.7e-27, 0.464, 0.396 | PDLC00135,GajB_00033, 2, 3.3e-05, 0.113, 0.129 | PDLC00134,GajB_00032, 1, 2.9e-25, 0.571, 0.794 | PDLC00112,GajB_00010, 1, 1.4e-28, 0.567, 0.594 | PDLC00112,GajB_00010, 2, 6e-04, 0.093, 0.105 | PDLC00148,GajB_00046, 1, 1.2e-08, 0.17, 0.266 | PDLC00148,GajB_00046, 2, 1.7e-07, 0.22, 0.347 | PDLC00148,GajB_00046, 3, 140, 0.047, 0.081 | PDLC00131,GajB_00029, 1, 1.5e-29, 0.854, 0.835 | PDLC00131,GajB_00029, 2, 550, 0.04, 0.037 | PDLC00140,GajB_00038, 1, 4.1e-10, 0.404, 0.54 | PDLC00140,GajB_00038, 2, 5, 0.101, 0.175 | PDLC00116,GajB_00014, 1, 6.7e-05, 0.135, 0.149 | PDLC00116,GajB_00014, 2, 4.9e-16, 0.288, 0.302 | PDLC00116,GajB_00014, 3, 6.3e-06, 0.13, 0.136 | PDLC00109,GajB_00007, 1, 3.2e-21, 0.443, 0.376 | PDLC00109,GajB_00007, 2, 9.7e-05, 0.15, 0.142 | PDLC00109,GajB_00007, 3, 0.8, 0.04, 0.037 | PDLC00129,GajB_00027, 1, 7.8e-30, 0.566, 0.579 | PDLC00129,GajB_00027, 2, 1.3e-05, 0.136, 0.145 | PDLC00146,GajB_00044, 1, 1.1e-09, 0.205, 0.186 | PDLC00146,GajB_00044, 2, 1.4e-10, 0.158, 0.142 | PDLC00146,GajB_00044, 3, 0.38, 0.095, 0.087 | PDLC00144,GajB_00042, 1, 7e-04, 0.131, 0.148 | PDLC00144,GajB_00042, 2, 1.4e-06, 0.185, 0.191 | PDLC00144,GajB_00042, 3, 3.9, 0.128, 0.129 | PDLC04171,GajB_WP_046787950.1, 1, 0.058, 0.118, 0.168 | PDLC04171,GajB_WP_046787950.1, 2, 2.9e-05, 0.088, 0.125 | PDLC00132,GajB_00030, 1, 2e-49, 0.937, 0.958 | PDLC00117,GajB_00015, 1, 3.7e-77, 0.935, 0.927 | PDLC00121,GajB_00019, 1, 1.2e-17, 0.459, 0.478 | PDLC00121,GajB_00019, 2, 5.3e-05, 0.185, 0.193 | PDLC00142,GajB_00040, 1, 1.9e-07, 0.09, 0.093 | PDLC00142,GajB_00040, 2, 1.5e-05, 0.143, 0.139 | PDLC00142,GajB_00040, 3, 0.028, 0.103, 0.113 | PDLC00124,GajB_00022, 1, 6.9e-05, 0.143, 0.121 | PDLC00124,GajB_00022, 2, 2.7e-08, 0.261, 0.22 | PDLC00124,GajB_00022, 3, 43, 0.033, 0.027 | PDLC04173,GajB_WP_172889455.1, 1, 5.2e-07, 0.135, 0.161 | PDLC04173,GajB_WP_172889455.1, 2, 4.1e-07, 0.123, 0.146 | PDLC04173,GajB_WP_172889455.1, 3, 240, 0.058, 0.076 | PDLC04173,GajB_WP_172889455.1, 4, 45, 0.038, 0.047 | PDLC00126,GajB_00024, 1, 2.1e-33, 0.855, 0.805 | PDLC00107,GajB_00005, 1, 1.5e-26, 0.474, 0.486 | PDLC00107,GajB_00005, 2, 0.0026, 0.067, 0.07 | PDLC00105,GajB_00003, 1, 2.3e-23, 0.551, 0.513 | PDLC00105,GajB_00003, 2, 140, 0.033, 0.031 | PDLC00141,GajB_00039, 1, 3.9e-09, 0.461, 0.42 | PDLC00141,GajB_00039, 2, 0.063, 0.11, 0.119 | PDLC00106,GajB_00004, 1, 5.1e-17, 0.461, 0.482 | PDLC00106,GajB_00004, 2, 0.0081, 0.14, 0.142 | PDLC00114,GajB_00012, 1, 9e-44, 0.473, 0.46 | PDLC00114,GajB_00012, 2, 0.025, 0.07, 0.068 | PDLC00128,GajB_00026, 1, 3.1e-11, 0.128, 0.112 | PDLC00128,GajB_00026, 2, 1.1e-07, 0.261, 0.228 | PDLC00128,GajB_00026, 3, 0.00092, 0.198, 0.201 | PDLC00147,GajB_00045, 1, 4.9e-21, 0.557, 0.531 | PDLC00147,GajB_00045, 2, 0.88, 0.035, 0.036 | PDLC00147,GajB_00045, 3, 310, 0.037, 0.035 | PDLC00149,GajB_00047, 1, 2e-16, 0.458, 0.477 | PDLC00149,GajB_00047, 2, 0.0065, 0.097, 0.109 | PDLC00103,GajB_00001, 1, 1.5e-36, 0.972, 0.953 | PDLC00133,GajB_00031, 1, 1.6e-114, 0.624, 0.966 | PDLC00133,GajB_00031, 2, 94, 0.09, 0.136 | PDLC00115,GajB_00013, 1, 0.00094, 0.138, 0.153 | PDLC00115,GajB_00013, 2, 0.036, 0.11, 0.142 | PDLC00143,GajB_00041, 1, 4.1e-18, 0.451, 0.402 | PDLC00143,GajB_00041, 2, 8.3, 0.027, 0.025 | PDLC00143,GajB_00041, 3, 2.8, 0.03, 0.028 | PDLC00111,GajB_00009, 1, 2.1e-23, 0.446, 0.403 | PDLC00111,GajB_00009, 2, 10, 0.055, 0.05 | PDLC00111,GajB_00009, 3, 0.77, 0.03, 0.029 | PDLC00136,GajB_00034, 1, 5.3e-21, 0.564, 0.588 | PDLC00136,GajB_00034, 2, 0.00022, 0.098, 0.109 | PDLC00120,GajB_00018, 1, 9.9e-19, 0.369, 0.415 | PDLC00120,GajB_00018, 2, 17, 0.141, 0.181 | PDLC00120,GajB_00018, 3, 0.017, 0.125, 0.166 | PDLC00104,GajB_00002, 1, 4.9e-18, 0.466, 0.422 | PDLC00104,GajB_00002, 2, 2e-05, 0.118, 0.127 | PDLC00123,GajB_00021, 1, 1.2e-39, 0.587, 0.594 | PDLC00123,GajB_00021, 2, 4.8e-05, 0.18, 0.213 | PDLC00119,GajB_00017, 1, 1.4e-32, 0.496, 0.55 | PDLC00119,GajB_00017, 2, 4.1e-05, 0.238, 0.255 | PDLC00139,GajB_00037, 1, 3.4e-09, 0.146, 0.143 | PDLC00139,GajB_00037, 2, 0.43, 0.083, 0.073 | PDLC00130,GajB_00028, 1, 3.2e-66, 0.619, 0.628 | PDLC00130,GajB_00028, 2, 2.2e-07, 0.108, 0.114","PDLC00127, GajB_00025, 8.9e-248, 0.99, 0.992 | PDLC00133, GajB_00031, 1.6e-114, 0.624, 0.966 | PDLC00117, GajB_00015, 3.7e-77, 0.935, 0.927 | PDLC00130, GajB_00028, 3.2e-66, 0.619, 0.628 | PDLC00132, GajB_00030, 2e-49, 0.937, 0.958"
1,NZ_CP038022.1,DMS_other,NZ_CP038022.1_1362,PDLC03665,Control_protein_00002,Control_protein,4.1e-13,4.3e-13,0.914,0.844,1477588,1477797,+,# 1477588 # 1477797 # 1 # ;gc_cont=0.352,1362,2765,"PDLC03664,Control_protein_00001, 1, 7.4e-13, 0.829, 0.784 | PDLC03536,REase_II_00138, 1, 5.8e-09, 0.757, 0.224 | PDLC03668,Control_protein_00005, 1, 2.2e-06, 0.729, 0.646 | PDLC03671,Control_protein_00008, 1, 1.3e-10, 0.814, 0.69 | PDLC03666,Control_protein_00003, 1, 2.7e-08, 0.743, 0.675 | PDLC03665,Control_protein_00002, 1, 4.3e-13, 0.914, 0.844 | PDLC04142,capH, 1, 3.5e-08, 0.857, 0.583","PDLC03665, Control_protein_00002, 4.3e-13, 0.914, 0.844 | PDLC03664, Control_protein_00001, 7.4e-13, 0.829, 0.784 | PDLC03671, Control_protein_00008, 1.3e-10, 0.814, 0.69 | PDLC03536, REase_II_00138, 5.8e-09, 0.757, 0.224 | PDLC03666, Control_protein_00003, 2.7e-08, 0.743, 0.675"
9,NZ_CP038022.1,cas_type_I-F1,NZ_CP038022.1_1684,PDLC00941,cas3_yersinia,Cas23f,0,0,0.995,0.998,1806781,1810017,-,# 1806781 # 1810017 # -1 # ;gc_cont=0.387,1684,2765,"PDLC00941,cas3_yersinia, 1, 0, 0.995, 0.998","PDLC00941, cas3_yersinia, 0, 0.995, 0.998"
9,NZ_CP038022.1,cas_type_I-F1,NZ_CP038022.1_1686,PDLC01425,cls000849,Cas8f,4.099999999999998e-262,4.599999999999998e-262,0.995,0.965,1810905,1812071,+,# 1810905 # 1812071 # 1 # ;gc_cont=0.376,1686,2765,"PDLC01206,C19_Cas8f_1, 1, 0.0089, 0.195, 0.186 | PDLC01627,pfam09611, 1, 2.2e-05, 0.262, 0.33 | PDLC01348,cd09735, 1, 0.0029, 0.249, 0.304 | PDLC01425,cls000849, 1, 4.6e-262, 0.995, 0.965 | PDLC01399,cls000148, 1, 4.8e-05, 0.19, 0.156 | PDLC01288,cd09675, 1, 0.0033, 0.249, 0.271 | PDLC01288,cd09675, 2, 1.5, 0.147, 0.155","PDLC01425, cls000849, 4.6e-262, 0.995, 0.965 | PDLC01627, pfam09611, 2.2e-05, 0.262, 0.33 | PDLC01399, cls000148, 4.8e-05, 0.19, 0.156 | PDLC01348, cd09735, 0.0029, 0.249, 0.304 | PDLC01288, cd09675, 0.0033, 0.249, 0.271"
9,NZ_CP038022.1,cas_type_I-F1,NZ_CP038022.1_1687,PDLC01289,cd09676,Cas5f,5.5999999999999985e-99,6.299999999999998e-99,0.963,0.996,1812068,1812952,+,# 1812068 # 1812952 # 1 # ;gc_cont=0.392,1687,2765,"PDLC01628,pfam09614, 1, 1.3e-21, 0.946, 0.986 | PDLC01199,C19_Cas5f_1, 1, 3.3e-12, 0.959, 0.983 | PDLC01289,cd09676, 1, 6.3e-99, 0.963, 0.996 | PDLC01349,cd09736, 1, 1.1e-62, 0.956, 0.992 | PDLC01029,cas_Csy2, 1, 1.1e-96, 0.963, 0.997","PDLC01289, cd09676, 6.3e-99, 0.963, 0.996 | PDLC01029, cas_Csy2, 1.1e-96, 0.963, 0.997 | PDLC01349, cd09736, 1.1e-62, 0.956, 0.992 | PDLC01628, pfam09614, 1.3e-21, 0.946, 0.986 | PDLC01199, C19_Cas5f_1, 3.3e-12, 0.959, 0.983"
9,NZ_CP038022.1,cas_type_I-F1,NZ_CP038022.1_1688,PDLC01030,cas_Csy3,Cas7f,7.999999999999997e-134,9.099999999999997e-134,0.98,0.997,1812982,1814043,+,# 1812982 # 1814043 # 1 # ;gc_cont=0.392,1688,2765,"PDLC01629,pfam09615, 1, 9.9e-100, 0.966, 0.994 | PDLC01350,cd09737, 1, 1.3e-99, 0.972, 0.997 | PDLC01290,cd09677, 1, 3.5e-123, 0.977, 0.994 | PDLC01030,cas_Csy3, 1, 9.1e-134, 0.98, 0.997","PDLC01030, cas_Csy3, 9.1e-134, 0.98, 0.997 | PDLC01290, cd09677, 3.5e-123, 0.977, 0.994 | PDLC01629, pfam09615, 9.9e-100, 0.966, 0.994 | PDLC01350, cd09737, 1.3e-99, 0.972, 0.997"
9,NZ_CP038022.1,cas_type_I-F1,NZ_CP038022.1_1689,PDLC01631,pfam09618,Cas6f,3.4e-28,3.9e-28,0.966,0.994,1814046,1814657,+,# 1814046 # 1814657 # 1 # ;gc_cont=0.399,1689,2765,"PDLC01352,cd09739, 1, 1.4e-08, 0.971, 0.984 | PDLC01631,pfam09618, 1, 3.9e-28, 0.966, 0.994 | PDLC01287,cd09674, 1, 8.6e-08, 0.966, 0.978 | PDLC00955,cas_Csy4, 1, 9.9e-09, 0.623, 0.701","PDLC01631, pfam09618, 3.9e-28, 0.966, 0.994 | PDLC00955, cas_Csy4, 9.9e-09, 0.623, 0.701 | PDLC01352, cd09739, 1.4e-08, 0.971, 0.984 | PDLC01287, cd09674, 8.6e-08, 0.966, 0.978"
9,NZ_CP038022.1,cas_type_I-F1,NZ_CP038022.1_1690,PDLC00925,cas1_YPEST,Cas1f,4.499999999999999e-137,4.999999999999998e-137,0.943,0.99,1814669,1815622,+,# 1814669 # 1815622 # 1 # ;gc_cont=0.384,1690,2765,"PDLC00925,cas1_YPEST, 1, 5e-137, 0.943, 0.99","PDLC00925, cas1_YPEST, 5e-137, 0.943, 0.99"
7,NZ_CP038022.1,PDC-S55,NZ_CP038022.1_2194,PDLC05037,PDC-S55_WP_162277864.1,PDC-S55,1.1e-51,1.4e-51,0.946,0.967,2376995,2377609,-,# 2376995 # 2377609 # -1 # ;gc_cont=0.420,2194,2765,"PDLC05037,PDC-S55_WP_162277864.1, 1, 1.4e-51, 0.946, 0.967","PDLC05037, PDC-S55_WP_162277864.1, 1.4e-51, 0.946, 0.967"
6,NZ_CP038022.1,PDC-S41,NZ_CP038022.1_2545,PDLC05014,PDC-S41_WP_213669567.1,PDC-S41,2.899999999999999e-194,3.2999999999999987e-194,0.985,0.709,2753435,2754862,-,# 2753435 # 2754862 # -1 # ;gc_cont=0.374,2545,2765,"PDLC05014,PDC-S41_WP_213669567.1, 1, 3.3e-194, 0.985, 0.709","PDLC05014, PDC-S41_WP_213669567.1, 3.3e-194, 0.985, 0.709"
4,NZ_CP038022.1,PD-T7-1or5,NZ_CP038022.1_2577,PDLC04110,PD-T7-5_WP_098786838.1,PD-T7-5,5.2999999999999995e-64,6.4e-64,0.923,0.962,2789609,2790700,-,# 2789609 # 2790700 # -1 # ;gc_cont=0.310,2577,2765,"PDLC04110,PD-T7-5_WP_098786838.1, 1, 6.4e-64, 0.923, 0.962 | PDLC04073,PD-T7-1_WP_205975857.1, 1, 8.3e-35, 0.893, 0.71","PDLC04110, PD-T7-5_WP_098786838.1, 6.4e-64, 0.923, 0.962 | PDLC04073, PD-T7-1_WP_205975857.1, 8.3e-35, 0.893, 0.71"
