Genome_ID	sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
NZ_CP019041.1	NZ_CP019041.1_Shedu_6	Shedu	Shedu	Defense	NZ_CP019041.1_778	NZ_CP019041.1_778	NZ_CP019041.1_778	1	Shedu__SduA
NZ_CP019041.1	NZ_CP019041.1_RM_Type_I_13	RM	RM_Type_I	Defense	NZ_CP019041.1_862	NZ_CP019041.1_867	NZ_CP019041.1_862,NZ_CP019041.1_864,NZ_CP019041.1_867	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_06
NZ_CP019041.1	NZ_CP019041.1_RM_Type_I_14	RM	RM_Type_I	Defense	NZ_CP019041.1_1159	NZ_CP019041.1_1161	NZ_CP019041.1_1159,NZ_CP019041.1_1160,NZ_CP019041.1_1161	3	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52
NZ_CP019041.1	NZ_CP019041.1_Wadjet_I_8	Wadjet	Wadjet_I	Defense	NZ_CP019041.1_1233	NZ_CP019041.1_1236	NZ_CP019041.1_1233,NZ_CP019041.1_1234,NZ_CP019041.1_1235,NZ_CP019041.1_1236	4	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I,Wadjet__JetD_I
NZ_CP019041.1	NZ_CP019041.1_Shango_5	Shango	Shango	Defense	NZ_CP019041.1_1890	NZ_CP019041.1_1892	NZ_CP019041.1_1890,NZ_CP019041.1_1891,NZ_CP019041.1_1892	3	Shango__SngA,Shango__SngB,Shango__SngC
NZ_CP019041.1	NZ_CP019041.1_RM_Type_IV_16	RM	RM_Type_IV	Defense	NZ_CP019041.1_2196	NZ_CP019041.1_2197	NZ_CP019041.1_2196,NZ_CP019041.1_2197	2	RM_Type_IV__FAM_1,RM_Type_IV__FAM_2
NZ_CP019041.1	NZ_CP019041.1_Prometheus_4	Prometheus	Prometheus	Defense	NZ_CP019041.1_2202	NZ_CP019041.1_2202	NZ_CP019041.1_2202	1	Prometheus__ProA
NZ_CP019041.1	NZ_CP019041.1_Azaca_1	Azaca	Azaca	Defense	NZ_CP019041.1_2206	NZ_CP019041.1_2208	NZ_CP019041.1_2206,NZ_CP019041.1_2207,NZ_CP019041.1_2208	3	Azaca__ZacA,Azaca__ZacB,Azaca__ZacC
NZ_CP019041.1	NZ_CP019041.1_CAS_Class1-Subtype-I-F_18	Cas	CAS_Class1-Subtype-I-F	Defense	NZ_CP019041.1_2559	NZ_CP019041.1_2565	NZ_CP019041.1_2559,NZ_CP019041.1_2560,NZ_CP019041.1_2561,NZ_CP019041.1_2562,NZ_CP019041.1_2563,NZ_CP019041.1_2565	6	cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_4,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas8f_I-F_8
NZ_CP019041.1	NZ_CP019041.1_RM_Type_IV_17	RM	RM_Type_IV	Defense	NZ_CP019041.1_2781	NZ_CP019041.1_2781	NZ_CP019041.1_2781	1	RM_Type_IV__Type_IV_03
NZ_CP022283.1	NZ_CP022283.1_CAS_Class1-Subtype-I-F_6	Cas	CAS_Class1-Subtype-I-F	Defense	NZ_CP022283.1_1268	NZ_CP022283.1_1277	NZ_CP022283.1_1268,NZ_CP022283.1_1270,NZ_CP022283.1_1272,NZ_CP022283.1_1273,NZ_CP022283.1_1275,NZ_CP022283.1_1276,NZ_CP022283.1_1277	7	cas1_I-F_1,cas3HD_I_1,cas3f_I-F_1,cas5f_I-F_4,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas8f_I-F_8
NZ_CP022283.1	NZ_CP022283.1_PD-T7-5_1	PD-T7-5	PD-T7-5	Defense	NZ_CP022283.1_1978	NZ_CP022283.1_1978	NZ_CP022283.1_1978	1	PD-T7-5__PD-T7-5
NZ_CP022283.1	NZ_CP022283.1_PrrC_4	PrrC	PrrC	Defense	NZ_CP022283.1_3223	NZ_CP022283.1_3229	NZ_CP022283.1_3223,NZ_CP022283.1_3226,NZ_CP022283.1_3227,NZ_CP022283.1_3229	4	PrrC__EcoprrI,PrrC__PrrC,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_01
NZ_CP022283.1	NZ_CP022283.1_SoFic_2	SoFIC	SoFic	Defense	NZ_CP022283.1_3235	NZ_CP022283.1_3235	NZ_CP022283.1_3235	1	SoFic__SoFic
NZ_CP022283.1	NZ_CP022283.1_Sucellos_3	Sucellos	Sucellos	Defense	NZ_CP022283.1_3590	NZ_CP022283.1_3590	NZ_CP022283.1_3590	1	Sucellos__SclB_VCA0368
NZ_CP030880.1	NZ_CP030880.1_CBASS_I_3	CBASS	CBASS_I	Defense	NZ_CP030880.1_845	NZ_CP030880.1_846	NZ_CP030880.1_845,NZ_CP030880.1_846	2	CBASS__2TM_Gros,CBASS__Cyclase_SMODS
NZ_CP030880.1	NZ_CP030880.1_RM_Type_I_9	RM	RM_Type_I	Defense	NZ_CP030880.1_1064	NZ_CP030880.1_1067	NZ_CP030880.1_1064,NZ_CP030880.1_1065,NZ_CP030880.1_1067	3	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52
NZ_CP030880.1	NZ_CP030880.1_AbiD_1	AbiD	AbiD	Defense	NZ_CP030880.1_1066	NZ_CP030880.1_1066	NZ_CP030880.1_1066	1	AbiD__AbiD
NZ_CP030880.1	NZ_CP030880.1_RM_Type_III_12	RM	RM_Type_III	Defense	NZ_CP030880.1_1072	NZ_CP030880.1_1073	NZ_CP030880.1_1072,NZ_CP030880.1_1073	2	RM_Type_III__Type_III_MTases_FAM_1,RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed
NZ_CP030880.1	NZ_CP030880.1_RM_Type_II_11	RM	RM_Type_II	Defense	NZ_CP030880.1_1204	NZ_CP030880.1_1206	NZ_CP030880.1_1204,NZ_CP030880.1_1205,NZ_CP030880.1_1206	3	RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase14,RM_Type_II__Type_II_REase34
NZ_CP030880.1	NZ_CP030880.1_gcu24_6	gcu24	gcu24	Defense	NZ_CP030880.1_1239	NZ_CP030880.1_1239	NZ_CP030880.1_1239	1	gcu24__gcu24
NZ_CP030880.1	NZ_CP030880.1_RM_Type_I_10	RM	RM_Type_I	Defense	NZ_CP030880.1_2038	NZ_CP030880.1_2044	NZ_CP030880.1_2038,NZ_CP030880.1_2043,NZ_CP030880.1_2044	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
NZ_CP030880.1	NZ_CP030880.1_CAS_Class1-Subtype-I-F_13	Cas	CAS_Class1-Subtype-I-F	Defense	NZ_CP030880.1_2161	NZ_CP030880.1_2166	NZ_CP030880.1_2161,NZ_CP030880.1_2162,NZ_CP030880.1_2163,NZ_CP030880.1_2164,NZ_CP030880.1_2165,NZ_CP030880.1_2166	6	cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_4,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas8f_I-F_4
NZ_CP030880.1	NZ_CP030880.1_Lamassu-Cap4_nuclease_5	Lamassu-Fam	Lamassu-Cap4_nuclease	Defense	NZ_CP030880.1_2459	NZ_CP030880.1_2461	NZ_CP030880.1_2459,NZ_CP030880.1_2460,NZ_CP030880.1_2461	3	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II,Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II,Lamassu-Fam__LmuC_acc_Cap4_nuclease
NZ_CP030880.1	NZ_CP030880.1_DRT_2_4	DRT	DRT_2	Defense	NZ_CP030880.1_2466	NZ_CP030880.1_2466	NZ_CP030880.1_2466	1	DRT2__DRT2
NZ_CP031716.1	NZ_CP031716.1_RM_Type_II_12	RM	RM_Type_II	Defense	NZ_CP031716.1_97	NZ_CP031716.1_98	NZ_CP031716.1_97,NZ_CP031716.1_98	2	RM_Type_II__Type_II_MTases_FAM_0,RM_Type_II__Type_II_REase18
NZ_CP031716.1	NZ_CP031716.1_AbiL_2	AbiL	AbiL	Defense	NZ_CP031716.1_228	NZ_CP031716.1_229	NZ_CP031716.1_228,NZ_CP031716.1_229	2	AbiL__AbiLi2,AbiL__AbiLii2
NZ_CP031716.1	NZ_CP031716.1_Lamassu-Cap4_nuclease_3	Lamassu-Fam	Lamassu-Cap4_nuclease	Defense	NZ_CP031716.1_599	NZ_CP031716.1_601	NZ_CP031716.1_599,NZ_CP031716.1_600,NZ_CP031716.1_601	3	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II,Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II,Lamassu-Fam__LmuC_acc_Cap4_nuclease
NZ_CP031716.1	NZ_CP031716.1_RM_Type_I_10	RM	RM_Type_I	Defense	NZ_CP031716.1_992	NZ_CP031716.1_994	NZ_CP031716.1_992,NZ_CP031716.1_993,NZ_CP031716.1_994	3	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52
NZ_CP031716.1	NZ_CP031716.1_RloC_6	RloC	RloC	Defense	NZ_CP031716.1_997	NZ_CP031716.1_997	NZ_CP031716.1_997	1	RloC__RloC
NZ_CP031716.1	NZ_CP031716.1_pAgo_S1A_7	pAgo	pAgo_S1A	Defense	NZ_CP031716.1_1006	NZ_CP031716.1_1006	NZ_CP031716.1_1006	1	pAgo__pAgo_S1A
NZ_CP031716.1	NZ_CP031716.1_Prometheus_4	Prometheus	Prometheus	Defense	NZ_CP031716.1_1257	NZ_CP031716.1_1257	NZ_CP031716.1_1257	1	Prometheus__ProA
NZ_CP031716.1	NZ_CP031716.1_AbiJ_1	AbiJ	AbiJ	Defense	NZ_CP031716.1_1397	NZ_CP031716.1_1397	NZ_CP031716.1_1397	1	AbiJ__AbiJ
NZ_CP031716.1	NZ_CP031716.1_CAS_Class1-Subtype-I-F_13	Cas	CAS_Class1-Subtype-I-F	Defense	NZ_CP031716.1_2424	NZ_CP031716.1_2429	NZ_CP031716.1_2424,NZ_CP031716.1_2425,NZ_CP031716.1_2426,NZ_CP031716.1_2427,NZ_CP031716.1_2428,NZ_CP031716.1_2429	6	cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_4,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas8f_I-F_4
NZ_CP031716.1	NZ_CP031716.1_Retron_III_5	Retron	Retron_III	Defense	NZ_CP031716.1_2656	NZ_CP031716.1_2658	NZ_CP031716.1_2656,NZ_CP031716.1_2658	2	Retron_III__PRTase,Retron__RT_Tot_7
NZ_CP031716.1	NZ_CP031716.1_RM_Type_I_11	RM	RM_Type_I	Defense	NZ_CP031716.1_2670	NZ_CP031716.1_2671	NZ_CP031716.1_2670,NZ_CP031716.1_2671	2	RM__Type_I_MTases_FAM_0,RM__Type_I_S_51
NZ_CP038022.1	NZ_CP038022.1_Gabija_5	Gabija	Gabija	Defense	NZ_CP038022.1_609	NZ_CP038022.1_610	NZ_CP038022.1_609,NZ_CP038022.1_610	2	Gabija__GajA,Gabija__GajB_2
NZ_CP038022.1	NZ_CP038022.1_CBASS_I_2	CBASS	CBASS_I	Defense	NZ_CP038022.1_640	NZ_CP038022.1_641	NZ_CP038022.1_640,NZ_CP038022.1_641	2	CBASS__Cyclase_II,CBASS__Effector_4TM_S_4TM
NZ_CP038022.1	NZ_CP038022.1_PARIS_II_9	Paris	PARIS_II	Defense	NZ_CP038022.1_1092	NZ_CP038022.1_1093	NZ_CP038022.1_1092,NZ_CP038022.1_1093	2	Paris_II__AriA_AAA21,Paris_II__AriB_DUF4435_II
NZ_CP038022.1	NZ_CP038022.1_TgvAB_11	TgvAB	TgvAB	Defense	NZ_CP038022.1_1351	NZ_CP038022.1_1352	NZ_CP038022.1_1351,NZ_CP038022.1_1352	2	TgvAB__TgvA,TgvAB__TgvB
NZ_CP038022.1	NZ_CP038022.1_Eleos_4	Eleos	Eleos	Defense	NZ_CP038022.1_1353	NZ_CP038022.1_1354	NZ_CP038022.1_1353,NZ_CP038022.1_1354	2	Eleos__LeoA,Eleos__LeoBC
NZ_CP038022.1	NZ_CP038022.1_Mokosh_Type_I_A_8	Mokosh	Mokosh_Type_I_A	Defense	NZ_CP038022.1_1355	NZ_CP038022.1_1356	NZ_CP038022.1_1355,NZ_CP038022.1_1356	2	Mokosh_type_I__MkoA_A,Mokosh_type_I__MkoB_A
NZ_CP038022.1	NZ_CP038022.1_CoCoNut_I-A_3	CoCoNut	CoCoNut_I-A	Defense	NZ_CP038022.1_1357	NZ_CP038022.1_1358	NZ_CP038022.1_1357,NZ_CP038022.1_1358	2	CoCoNut-I-A__I-A_CnuB,CoCoNut-I-A__I-A_CnuC
NZ_CP038022.1	NZ_CP038022.1_Gabija_6	Gabija	Gabija	Defense	NZ_CP038022.1_1359	NZ_CP038022.1_1360	NZ_CP038022.1_1359,NZ_CP038022.1_1360	2	Gabija__GajA,Gabija__GajB_2
NZ_CP038022.1	NZ_CP038022.1_CAS_Class1-Subtype-I-F_12	Cas	CAS_Class1-Subtype-I-F	Defense	NZ_CP038022.1_1684	NZ_CP038022.1_1690	NZ_CP038022.1_1684,NZ_CP038022.1_1686,NZ_CP038022.1_1687,NZ_CP038022.1_1688,NZ_CP038022.1_1689,NZ_CP038022.1_1690	6	cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_2,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_1,cas8f_I-F_6
NZ_CP038022.1	NZ_CP038022.1_PD-T7-5_10	PD-T7-5	PD-T7-5	Defense	NZ_CP038022.1_2577	NZ_CP038022.1_2577	NZ_CP038022.1_2577	1	PD-T7-5__PD-T7-5
NZ_CP041035.1	NZ_CP041035.1_RM_Type_II_11	RM	RM_Type_II	Defense	NZ_CP041035.1_80	NZ_CP041035.1_81	NZ_CP041035.1_80,NZ_CP041035.1_81	2	RM_Type_II__Type_II_MTases_FAM_0,RM_Type_II__Type_II_REase38
NZ_CP041035.1	NZ_CP041035.1_Gabija_2	Gabija	Gabija	Defense	NZ_CP041035.1_94	NZ_CP041035.1_95	NZ_CP041035.1_94,NZ_CP041035.1_95	2	Gabija__GajA,Gabija__GajB_2
NZ_CP041035.1	NZ_CP041035.1_RM_Type_I_10	RM	RM_Type_I	Defense	NZ_CP041035.1_96	NZ_CP041035.1_98	NZ_CP041035.1_96,NZ_CP041035.1_97,NZ_CP041035.1_98	3	RM__Type_I_MTases_FAM_1,RM__Type_I_REases_FAM_2.einsi_trimmed,RM__Type_I_S_03
NZ_CP041035.1	NZ_CP041035.1_CapRel_1	CapRel	CapRel	Defense	NZ_CP041035.1_715	NZ_CP041035.1_715	NZ_CP041035.1_715	1	CapRel__CapRel
NZ_CP041035.1	NZ_CP041035.1_VP1839_8	VP1839	VP1839	Defense	NZ_CP041035.1_732	NZ_CP041035.1_732	NZ_CP041035.1_732	1	VP1839__VP1839
NZ_CP041035.1	NZ_CP041035.1_CAS_Class1-Subtype-I-F_12	Cas	CAS_Class1-Subtype-I-F	Defense	NZ_CP041035.1_1086	NZ_CP041035.1_1091	NZ_CP041035.1_1086,NZ_CP041035.1_1087,NZ_CP041035.1_1088,NZ_CP041035.1_1089,NZ_CP041035.1_1090,NZ_CP041035.1_1091	6	cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_4,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas8f_I-F_8
NZ_CP041035.1	NZ_CP041035.1_Gabija_3	Gabija	Gabija	Defense	NZ_CP041035.1_2491	NZ_CP041035.1_2492	NZ_CP041035.1_2491,NZ_CP041035.1_2492	2	Gabija__GajA,Gabija__GajB_2
NZ_CP041035.1	NZ_CP041035.1_Gao_Qat_4	Gao_Qat	Gao_Qat	Defense	NZ_CP041035.1_2948	NZ_CP041035.1_2951	NZ_CP041035.1_2948,NZ_CP041035.1_2949,NZ_CP041035.1_2950,NZ_CP041035.1_2951	4	Gao_Qat__QatA,Gao_Qat__QatB,Gao_Qat__QatC,Gao_Qat__QatD
NZ_CP041035.1	NZ_CP041035.1_PD-T7-5_6	PD-T7-5	PD-T7-5	Defense	NZ_CP041035.1_2978	NZ_CP041035.1_2978	NZ_CP041035.1_2978	1	PD-T7-5__PD-T7-5
NZ_CP041035.1	NZ_CP041035.1_PD-T4-5_5	PD-T4-5	PD-T4-5	Defense	NZ_CP041035.1_3014	NZ_CP041035.1_3014	NZ_CP041035.1_3014	1	PD-T4-5__PD-T4-5
NZ_CP041035.1	NZ_CP041035.1_RosmerTA_7	RosmerTA	RosmerTA	Defense	NZ_CP041035.1_3342	NZ_CP041035.1_3343	NZ_CP041035.1_3342,NZ_CP041035.1_3343	2	RosmerTA__RmrA_2634932349,RosmerTA__RmrT_2634932349
NZ_CP049801.1	NZ_CP049801.1_GAPS6_3	GAPS6	GAPS6	Defense	NZ_CP049801.1_235	NZ_CP049801.1_236	NZ_CP049801.1_235,NZ_CP049801.1_236	2	GAPS6__GAPS6a,GAPS6__GAPS6b
NZ_CP049801.1	NZ_CP049801.1_RloC_5	RloC	RloC	Defense	NZ_CP049801.1_249	NZ_CP049801.1_249	NZ_CP049801.1_249	1	RloC__RloC
NZ_CP049801.1	NZ_CP049801.1_AbiU_2	AbiU	AbiU	Defense	NZ_CP049801.1_677	NZ_CP049801.1_677	NZ_CP049801.1_677	1	AbiU__AbiU
NZ_CP049801.1	NZ_CP049801.1_RM_Type_IV_7	RM	RM_Type_IV	Defense	NZ_CP049801.1_843	NZ_CP049801.1_844	NZ_CP049801.1_843,NZ_CP049801.1_844	2	RM_Type_IV__FAM_1,RM_Type_IV__FAM_2
NZ_CP049801.1	NZ_CP049801.1_CAS_Class1-Subtype-I-F_8	Cas	CAS_Class1-Subtype-I-F	Defense	NZ_CP049801.1_2068	NZ_CP049801.1_2073	NZ_CP049801.1_2068,NZ_CP049801.1_2069,NZ_CP049801.1_2070,NZ_CP049801.1_2071,NZ_CP049801.1_2072,NZ_CP049801.1_2073	6	cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_4,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas8f_I-F_8
NZ_CP049801.1	NZ_CP049801.1_PD-T7-4_4	PD-T7-4	PD-T7-4	Defense	NZ_CP049801.1_2394	NZ_CP049801.1_2394	NZ_CP049801.1_2394	1	PD-T7-4__PD-T7-4
NZ_CP049801.1	NZ_CP049801.1_AbiH_1	AbiH	AbiH	Defense	NZ_CP049801.1_2801	NZ_CP049801.1_2801	NZ_CP049801.1_2801	1	AbiH__AbiH
NZ_CP049801.1	NZ_CP049801.1_RM_Type_IIG_6	RM	RM_Type_IIG	Defense	NZ_CP049801.1_3105	NZ_CP049801.1_3105	NZ_CP049801.1_3105	1	RM_Type_IIG__Type_IIG_FAM_1.einsi_trimmed
NZ_CP050385.1	NZ_CP050385.1_RosmerTA_3	RosmerTA	RosmerTA	Defense	NZ_CP050385.1_209	NZ_CP050385.1_210	NZ_CP050385.1_209,NZ_CP050385.1_210	2	RosmerTA__RmrA_2634932349,RosmerTA__RmrT_2634932349
NZ_CP050385.1	NZ_CP050385.1_DS-1_1	DS-1	DS-1	Defense	NZ_CP050385.1_492	NZ_CP050385.1_493	NZ_CP050385.1_492,NZ_CP050385.1_493	2	DS-1__DS-1A,DS-1__DS-1B
NZ_CP050385.1	NZ_CP050385.1_RM_Type_I_6	RM	RM_Type_I	Defense	NZ_CP050385.1_501	NZ_CP050385.1_503	NZ_CP050385.1_501,NZ_CP050385.1_502,NZ_CP050385.1_503	3	RM__Type_I_MTases_FAM_1,RM__Type_I_REases_FAM_2.einsi_trimmed,RM__Type_I_S_03
NZ_CP050385.1	NZ_CP050385.1_Hypnos_2	Hypnos	Hypnos	Defense	NZ_CP050385.1_1585	NZ_CP050385.1_1585	NZ_CP050385.1_1585	1	Hypnos__HyoA
NZ_CP050385.1	NZ_CP050385.1_VP1839_4	VP1839	VP1839	Defense	NZ_CP050385.1_1874	NZ_CP050385.1_1874	NZ_CP050385.1_1874	1	VP1839__VP1839
NZ_CP050385.1	NZ_CP050385.1_CAS_Class1-Subtype-I-F_7	Cas	CAS_Class1-Subtype-I-F	Defense	NZ_CP050385.1_2612	NZ_CP050385.1_2617	NZ_CP050385.1_2612,NZ_CP050385.1_2613,NZ_CP050385.1_2614,NZ_CP050385.1_2615,NZ_CP050385.1_2616,NZ_CP050385.1_2617	6	cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_4,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas8f_I-F_8
NZ_CP068253.1	NZ_CP068253.1_SoFic_3	SoFIC	SoFic	Defense	NZ_CP068253.1_229	NZ_CP068253.1_229	NZ_CP068253.1_229	1	SoFic__SoFic
NZ_CP068253.1	NZ_CP068253.1_UG17_4	All_UG	UG17	Defense	NZ_CP068253.1_397	NZ_CP068253.1_400	NZ_CP068253.1_397,NZ_CP068253.1_400	2	AbiA_small__SLATT,UG17__UG17
NZ_CP068253.1	NZ_CP068253.1_RM_Type_IIG_11	RM	RM_Type_IIG	Defense	NZ_CP068253.1_503	NZ_CP068253.1_503	NZ_CP068253.1_503	1	RM_Type_IIG__Type_IIG_FAM_2.einsi_trimmed
NZ_CP068253.1	NZ_CP068253.1_RM_Type_I_9	RM	RM_Type_I	Defense	NZ_CP068253.1_629	NZ_CP068253.1_631	NZ_CP068253.1_629,NZ_CP068253.1_630,NZ_CP068253.1_631	3	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_04
NZ_CP068253.1	NZ_CP068253.1_RM_Type_I_10	RM	RM_Type_I	Defense	NZ_CP068253.1_765	NZ_CP068253.1_766	NZ_CP068253.1_765,NZ_CP068253.1_766	2	RM__Type_I_MTases_FAM_1,RM__Type_I_REases_FAM_2.einsi_trimmed
NZ_CP068253.1	NZ_CP068253.1_Wadjet_I_6	Wadjet	Wadjet_I	Defense	NZ_CP068253.1_952	NZ_CP068253.1_955	NZ_CP068253.1_952,NZ_CP068253.1_953,NZ_CP068253.1_954,NZ_CP068253.1_955	4	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I,Wadjet__JetD_I
NZ_CP068253.1	NZ_CP068253.1_RM_Type_IV_12	RM	RM_Type_IV	Defense	NZ_CP068253.1_1372	NZ_CP068253.1_1372	NZ_CP068253.1_1372	1	RM_Type_IV__FAM_2
NZ_CP068253.1	NZ_CP068253.1_CAS_Class1-Subtype-I-F_13	Cas	CAS_Class1-Subtype-I-F	Defense	NZ_CP068253.1_2255	NZ_CP068253.1_2261	NZ_CP068253.1_2255,NZ_CP068253.1_2256,NZ_CP068253.1_2257,NZ_CP068253.1_2258,NZ_CP068253.1_2259,NZ_CP068253.1_2261	6	cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_4,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas8f_I-F_8
NZ_CP068253.1	NZ_CP068253.1_Gabija_2	Gabija	Gabija	Defense	NZ_CP068253.1_2512	NZ_CP068253.1_2513	NZ_CP068253.1_2512,NZ_CP068253.1_2513	2	Gabija__GajA,Gabija__GajB_2
NZ_CP068253.1	NZ_CP068253.1_DRT_2_1	DRT	DRT_2	Defense	NZ_CP068253.1_2927	NZ_CP068253.1_2927	NZ_CP068253.1_2927	1	DRT2__DRT2
NZ_CP078018.1	NZ_CP078018.1_Old_exonuclease_11	Old_exonuclease	Old_exonuclease	Defense	NZ_CP078018.1_87	NZ_CP078018.1_87	NZ_CP078018.1_87	1	Old_exonuclease__Old_exonuclease
NZ_CP078018.1	NZ_CP078018.1_CBASS_I_3	CBASS	CBASS_I	Defense	NZ_CP078018.1_267	NZ_CP078018.1_268	NZ_CP078018.1_267,NZ_CP078018.1_268	2	CBASS__Cyclase_new,CBASS__Effector_2TM_S_2TMBeta
