Genome_ID	sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
NZ_CP018254.1.fasta	NZ_CP018254.1_AbiH_1	AbiH	AbiH	Defense	NZ_CP018254.1_386	NZ_CP018254.1_386	NZ_CP018254.1_386	1	AbiH__AbiH
NZ_CP018254.1.fasta	NZ_CP018254.1_Retron_III_4	Retron	Retron_III	Defense	NZ_CP018254.1_2589	NZ_CP018254.1_2591	NZ_CP018254.1_2589,NZ_CP018254.1_2591	2	Retron_III__PRTase_WH,Retron__RT_Tot
NZ_CP018254.1.fasta	NZ_CP018254.1_CAS_Class1-Subtype-I-F_7	Cas	CAS_Class1-Subtype-I-F	Defense	NZ_CP018254.1_3169	NZ_CP018254.1_3175	NZ_CP018254.1_3169,NZ_CP018254.1_3171,NZ_CP018254.1_3172,NZ_CP018254.1_3173,NZ_CP018254.1_3174,NZ_CP018254.1_3175	6	cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_2,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_1,cas8f_I-F_6
NZ_CP018254.1.fasta	NZ_CP018254.1_PARIS_I_3	Paris	PARIS_I	Defense	NZ_CP018254.1_3420	NZ_CP018254.1_3421	NZ_CP018254.1_3420,NZ_CP018254.1_3421	2	Paris_I__AriA_AAA15,Paris_I__AriB_DUF4435_I
NZ_CP059078.1.fasta	NZ_CP059078.1_CBASS_II_4	CBASS	CBASS_II	Defense	NZ_CP059078.1_236	NZ_CP059078.1_239	NZ_CP059078.1_236,NZ_CP059078.1_237,NZ_CP059078.1_238,NZ_CP059078.1_239	4	CBASS__AG_E1_ThiF,CBASS__Cyclase_II,CBASS__Jab,CBASS__Sensing_SAVED
NZ_CP059078.1.fasta	NZ_CP059078.1_RosmerTA_1	RosmerTA	RosmerTA	Defense	NZ_CP059078.1_2229	NZ_CP059078.1_2230	NZ_CP059078.1_2229,NZ_CP059078.1_2230	2	RosmerTA__RmrA_2585209417,RosmerTA__RmrT_2585209417
NZ_CP046654.1.fasta	NZ_CP046654.1_DRT_3_3	DRT	DRT_3	Defense	NZ_CP046654.1_438	NZ_CP046654.1_439	NZ_CP046654.1_438,NZ_CP046654.1_439	2	DRT_3__drt3a,DRT_3__drt3b
NZ_CP046654.1.fasta	NZ_CP046654.1_RloC_1	RloC	RloC	Defense	NZ_CP046654.1_1000	NZ_CP046654.1_1000	NZ_CP046654.1_1000	1	RloC__RloC
NZ_CP046654.1.fasta	NZ_CP046654.1_CAS_Class1-Subtype-I-F_10	Cas	CAS_Class1-Subtype-I-F	Defense	NZ_CP046654.1_2082	NZ_CP046654.1_2088	NZ_CP046654.1_2082,NZ_CP046654.1_2083,NZ_CP046654.1_2084,NZ_CP046654.1_2085,NZ_CP046654.1_2086,NZ_CP046654.1_2088	6	cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_2,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_1,cas8f_I-F_6
NZ_CP046654.1.fasta	NZ_CP046654.1_RM_Type_I_6	RM	RM_Type_I	Defense	NZ_CP046654.1_2353	NZ_CP046654.1_2355	NZ_CP046654.1_2353,NZ_CP046654.1_2354,NZ_CP046654.1_2355	3	RM__Type_I_MTases,RM__Type_I_REases,RM__Type_I_S
NZ_CP046654.1.fasta	NZ_CP046654.1_RloC_2	RloC	RloC	Defense	NZ_CP046654.1_2631	NZ_CP046654.1_2631	NZ_CP046654.1_2631	1	RloC__RloC
NZ_CP046654.1.fasta	NZ_CP046654.1_RM_Type_IIG_8	RM	RM_Type_IIG	Defense	NZ_CP046654.1_2941	NZ_CP046654.1_2941	NZ_CP046654.1_2941	1	RM_Type_IIG__Type_IIG
NZ_CP046654.1.fasta	NZ_CP046654.1_PD-T7-2_4	PD-T7-2	PD-T7-2	Defense	NZ_CP046654.1_2945	NZ_CP046654.1_2946	NZ_CP046654.1_2945,NZ_CP046654.1_2946	2	PD-T7-2__PD-T7-2_A,PD-T7-2__PD-T7-2_B
NZ_CP046654.1.fasta	NZ_CP046654.1_Menshen_5	Menshen	Menshen	Defense	NZ_CP046654.1_3247	NZ_CP046654.1_3250	NZ_CP046654.1_3247,NZ_CP046654.1_3249,NZ_CP046654.1_3250	3	Menshen__NsnA,Menshen__NsnB,Menshen__NsnC_2617187710
NZ_CP046654.1.fasta	NZ_CP046654.1_RM_Type_II_7	RM	RM_Type_II	Defense	NZ_CP046654.1_3252	NZ_CP046654.1_3254	NZ_CP046654.1_3252,NZ_CP046654.1_3254	2	RM_Type_II__Type_II_MTases,RM_Type_II__Type_II_REases
NZ_CP046654.1.fasta	NZ_CP046654.1_RM_Type_IV_9	RM	RM_Type_IV	Defense	NZ_CP046654.1_3253	NZ_CP046654.1_3253	NZ_CP046654.1_3253	1	RM_Type_IV__Type_IV_REases
NZ_AP021936.1.fasta	NZ_AP021936.1_Septu_4	Septu	Septu	Defense	NZ_AP021936.1_736	NZ_AP021936.1_737	NZ_AP021936.1_736,NZ_AP021936.1_737	2	Septu__PtuA,Septu__PtuB
NZ_AP021936.1.fasta	NZ_AP021936.1_Septu_5	Septu	Septu	Defense	NZ_AP021936.1_1787	NZ_AP021936.1_1788	NZ_AP021936.1_1787,NZ_AP021936.1_1788	2	Septu__PtuA_2,Septu__PtuB_2
