system.number,seqid,system,target.name,hmm.accession,hmm.name,protein.name,full.seq.E.value,domain.iE.value,target.coverage,hmm.coverage,start,end,strand,target.description,relative.position,contig.end,all.domains,best.hits
2,NZ_CP078018.1,Lamassu_Family,NZ_CP078018.1_900,PDLC00244,LmuA1_00007,LmuA,1.2999999999999995e-119,1.3999999999999994e-119,0.992,0.986,979109,980182,+,# 979109 # 980182 # 1 # ;gc_cont=0.279,900,3291,"PDLC03849,Lamassu-Fam__LmuA_effector_Cap4_nuclease, 1, 3.7e-32, 0.975, 0.959 | PDLC00244,LmuA1_00007, 1, 1.4e-119, 0.992, 0.986","PDLC00244, LmuA1_00007, 1.4e-119, 0.992, 0.986 | PDLC03849, Lamassu-Fam__LmuA_effector_Cap4_nuclease, 3.7e-32, 0.975, 0.959"
2,NZ_CP078018.1,Lamassu_Family,NZ_CP078018.1_901,PDLC00250,LmuB1_00002,LmuB,1.1999999999999994e-205,1.2999999999999995e-205,0.988,0.988,980187,981926,+,# 980187 # 981926 # 1 # ;gc_cont=0.252,901,3291,"PDLC03859,Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II, 1, 2.1e-15, 0.897, 0.961 | PDLC00257,LmuB1_00009, 1, 1.7e-25, 0.884, 0.921 | PDLC03862,Lamassu-Fam__LmuB_SMC_Lipase, 1, 9.4e-07, 0.116, 0.103 | PDLC03862,Lamassu-Fam__LmuB_SMC_Lipase, 2, 0.019, 0.216, 0.198 | PDLC00254,LmuB1_00006, 1, 3.4e-39, 0.929, 0.961 | PDLC03867,Lamassu-Fam__LmuB_SMC_hypothetical, 1, 1.7e-07, 0.179, 0.169 | PDLC03867,Lamassu-Fam__LmuB_SMC_hypothetical, 2, 200, 0.271, 0.256 | PDLC03867,Lamassu-Fam__LmuB_SMC_hypothetical, 3, 210, 0.095, 0.083 | PDLC00253,LmuB1_00005, 1, 5.8e-13, 0.303, 0.296 | PDLC00253,LmuB1_00005, 2, 3.2e-07, 0.279, 0.286 | PDLC00250,LmuB1_00002, 1, 1.3e-205, 0.988, 0.988 | PDLC03860,Lamassu-Fam__LmuB_SMC_Cap4_nuclease, 1, 5.7e-89, 0.953, 0.954 | PDLC03863,Lamassu-Fam__LmuB_SMC_Mrr, 1, 6.2e-09, 0.193, 0.19 | PDLC03863,Lamassu-Fam__LmuB_SMC_Mrr, 2, 0.0043, 0.278, 0.293 | PDLC00249,LmuB1_00001, 1, 1.7e-47, 0.917, 0.945 | PDLC00255,LmuB1_00007, 1, 1.7e-30, 0.917, 0.945 | PDLC00252,LmuB1_00004, 1, 3.1e-22, 0.934, 0.989 | PDLC00256,LmuB1_00008, 1, 1.9e-15, 0.883, 0.918 | PDLC00258,LmuB1_00010, 1, 4.2e-15, 0.45, 0.681 | PDLC00258,LmuB1_00010, 2, 3300, 0.245, 0.362 | PDLC00258,LmuB1_00010, 3, 540, 0.009, 0.013","PDLC00250, LmuB1_00002, 1.3e-205, 0.988, 0.988 | PDLC03860, Lamassu-Fam__LmuB_SMC_Cap4_nuclease, 5.7e-89, 0.953, 0.954 | PDLC00249, LmuB1_00001, 1.7e-47, 0.917, 0.945 | PDLC00254, LmuB1_00006, 3.4e-39, 0.929, 0.961 | PDLC00255, LmuB1_00007, 1.7e-30, 0.917, 0.945"
14,NZ_CP078018.1,cas_type_I-F1,NZ_CP078018.1_1007,PDLC00925,cas1_YPEST,Cas1f,1.8999999999999996e-141,2.0999999999999994e-141,0.946,0.987,1113693,1114631,+,# 1113693 # 1114631 # 1 # ;gc_cont=0.407,1007,3291,"PDLC00925,cas1_YPEST, 1, 2.1e-141, 0.946, 0.987","PDLC00925, cas1_YPEST, 2.1e-141, 0.946, 0.987"
10,NZ_CP078018.1,PDC-S16,NZ_CP078018.1_1008,PDLC04941,PDC-S16_WP_008858743.1,PDC-S16,7.5e-36,8.2e-36,0.974,0.987,1114770,1114997,+,# 1114770 # 1114997 # 1 # ;gc_cont=0.395,1008,3291,"PDLC04942,PDC-S16_WP_183323738.1, 1, 7e-35, 0.974, 0.987 | PDLC04941,PDC-S16_WP_008858743.1, 1, 8.2e-36, 0.974, 0.987","PDLC04941, PDC-S16_WP_008858743.1, 8.2e-36, 0.974, 0.987 | PDLC04942, PDC-S16_WP_183323738.1, 7e-35, 0.974, 0.987"
14,NZ_CP078018.1,cas_type_I-F1,NZ_CP078018.1_1009,PDLC00941,cas3_yersinia,Cas23f,1.0999999999999995e-274,1.2999999999999994e-274,0.994,0.998,1115136,1118510,+,# 1115136 # 1118510 # 1 # ;gc_cont=0.355,1009,3291,"PDLC00941,cas3_yersinia, 1, 1.3e-274, 0.994, 0.998","PDLC00941, cas3_yersinia, 1.3e-274, 0.994, 0.998"
14,NZ_CP078018.1,cas_type_I-F1,NZ_CP078018.1_1010,PDLC01627,pfam09611,Cas8f,4.599999999999999e-116,6.599999999999999e-116,0.862,0.991,1118528,1119769,+,# 1118528 # 1119769 # 1 # ;gc_cont=0.332,1010,3291,"PDLC01206,C19_Cas8f_1, 1, 2.7, 0.198, 0.207 | PDLC01206,C19_Cas8f_1, 2, 0.004, 0.22, 0.235 | PDLC01028,cas_Csy1, 1, 3.5e-68, 0.824, 0.927 | PDLC01627,pfam09611, 1, 6.6e-116, 0.862, 0.991 | PDLC01348,cd09735, 1, 1.7e-97, 0.865, 0.991 | PDLC01288,cd09675, 1, 4.7e-64, 0.819, 0.917","PDLC01627, pfam09611, 6.6e-116, 0.862, 0.991 | PDLC01348, cd09735, 1.7e-97, 0.865, 0.991 | PDLC01028, cas_Csy1, 3.5e-68, 0.824, 0.927 | PDLC01288, cd09675, 4.7e-64, 0.819, 0.917 | PDLC01206, C19_Cas8f_1, 0.004, 0.22, 0.235"
14,NZ_CP078018.1,cas_type_I-F1,NZ_CP078018.1_1011,PDLC01628,pfam09614,Cas5f,1.2999999999999998e-110,1.5e-110,0.959,0.996,1119769,1120653,+,# 1119769 # 1120653 # 1 # ;gc_cont=0.376,1011,3291,"PDLC01628,pfam09614, 1, 1.5e-110, 0.959, 0.996 | PDLC01199,C19_Cas5f_1, 1, 3.4e-19, 0.403, 0.465 | PDLC01199,C19_Cas5f_1, 2, 0.0031, 0.21, 0.249 | PDLC01289,cd09676, 1, 5.2e-67, 0.966, 0.996 | PDLC01349,cd09736, 1, 1.1e-88, 0.963, 0.996 | PDLC01029,cas_Csy2, 1, 6.5e-69, 0.966, 0.997","PDLC01628, pfam09614, 1.5e-110, 0.959, 0.996 | PDLC01349, cd09736, 1.1e-88, 0.963, 0.996 | PDLC01029, cas_Csy2, 6.5e-69, 0.966, 0.997 | PDLC01289, cd09676, 5.2e-67, 0.966, 0.996 | PDLC01199, C19_Cas5f_1, 3.4e-19, 0.403, 0.465"
14,NZ_CP078018.1,cas_type_I-F1,NZ_CP078018.1_1012,PDLC01629,pfam09615,Cas7f,5.099999999999998e-144,5.799999999999998e-144,0.956,0.994,1120680,1121693,+,# 1120680 # 1121693 # 1 # ;gc_cont=0.344,1012,3291,"PDLC01629,pfam09615, 1, 5.8e-144, 0.956, 0.994 | PDLC01350,cd09737, 1, 2.2e-129, 0.962, 0.997 | PDLC01290,cd09677, 1, 4.1e-125, 0.967, 0.994 | PDLC01030,cas_Csy3, 1, 8.5e-128, 0.967, 0.994","PDLC01629, pfam09615, 5.8e-144, 0.956, 0.994 | PDLC01350, cd09737, 2.2e-129, 0.962, 0.997 | PDLC01030, cas_Csy3, 8.5e-128, 0.967, 0.994 | PDLC01290, cd09677, 4.1e-125, 0.967, 0.994"
14,NZ_CP078018.1,cas_type_I-F1,NZ_CP078018.1_1013,PDLC01631,pfam09618,Cas6f,2.1e-49,2.4e-49,0.975,0.994,1121697,1122308,+,# 1121697 # 1122308 # 1 # ;gc_cont=0.358,1013,3291,"PDLC01352,cd09739, 1, 1.5e-43, 0.99, 0.995 | PDLC01631,pfam09618, 1, 2.4e-49, 0.975, 0.994 | PDLC01287,cd09674, 1, 1.6e-38, 0.99, 0.995 | PDLC00955,cas_Csy4, 1, 6e-37, 0.98, 0.995","PDLC01631, pfam09618, 2.4e-49, 0.975, 0.994 | PDLC01352, cd09739, 1.5e-43, 0.99, 0.995 | PDLC01287, cd09674, 1.6e-38, 0.99, 0.995 | PDLC00955, cas_Csy4, 6e-37, 0.98, 0.995"
5,NZ_CP078018.1,PDC-M26,NZ_CP078018.1_1632,PDLC04550,PDC-M26B_WP_153429522.1,PDC-M26B,4.499999999999999e-208,7.999999999999997e-128,0.541,0.614,1751661,1754642,-,# 1751661 # 1754642 # -1 # ;gc_cont=0.252,1632,3291,"PDLC04549,PDC-M26B_WP_125876942.1, 1, 1.2e-34, 0.309, 0.356 | PDLC04549,PDC-M26B_WP_125876942.1, 2, 5.2e-95, 0.542, 0.615 | PDLC04550,PDC-M26B_WP_153429522.1, 1, 7.1e-81, 0.425, 0.464 | PDLC04550,PDC-M26B_WP_153429522.1, 2, 8e-128, 0.541, 0.614 | PDLC04548,PDC-M26B_WP_130599334.1, 1, 1.1e-59, 0.311, 0.358 | PDLC04548,PDC-M26B_WP_130599334.1, 2, 2.4e-83, 0.539, 0.609","PDLC04550, PDC-M26B_WP_153429522.1, 8e-128, 0.541, 0.614 | PDLC04549, PDC-M26B_WP_125876942.1, 5.2e-95, 0.542, 0.615 | PDLC04548, PDC-M26B_WP_130599334.1, 2.4e-83, 0.539, 0.609"
5,NZ_CP078018.1,PDC-M26,NZ_CP078018.1_1633,PDLC04547,PDC-M26A_WP_222613983.1,PDC-M26A,5.099999999999997e-242,5.699999999999997e-242,0.995,0.997,1754639,1756834,-,# 1754639 # 1756834 # -1 # ;gc_cont=0.290,1633,3291,"PDLC04547,PDC-M26A_WP_222613983.1, 1, 5.7e-242, 0.995, 0.997","PDLC04547, PDC-M26A_WP_222613983.1, 5.7e-242, 0.995, 0.997"
7,NZ_CP078018.1,PDC-S04,NZ_CP078018.1_1842,PDLC04840,PDC-S04_WP_201691753.1,PDC-S04,4.5e-33,6e-33,0.821,0.727,1966095,1966679,+,# 1966095 # 1966679 # 1 # ;gc_cont=0.388,1842,3291,"PDLC04837,PDC-S04_WP_208343806.1, 1, 1.3e-22, 0.897, 0.731 | PDLC04836,PDC-S04_WP_002996767.1, 1, 2.9e-26, 0.831, 0.68 | PDLC04842,PDC-S04_WP_163235784.1, 1, 0.0022, 0.544, 0.48 | PDLC04841,PDC-S04_WP_121941008.1, 1, 0.001, 0.544, 0.332 | PDLC04838,PDC-S04_WP_169250289.1, 1, 6.8e-08, 0.508, 0.483 | PDLC04839,PDC-S04_WP_034227615.1, 1, 5.2e-16, 0.569, 0.556 | PDLC04840,PDC-S04_WP_201691753.1, 1, 6e-33, 0.821, 0.727","PDLC04840, PDC-S04_WP_201691753.1, 6e-33, 0.821, 0.727 | PDLC04836, PDC-S04_WP_002996767.1, 2.9e-26, 0.831, 0.68 | PDLC04837, PDC-S04_WP_208343806.1, 1.3e-22, 0.897, 0.731 | PDLC04839, PDC-S04_WP_034227615.1, 5.2e-16, 0.569, 0.556 | PDLC04838, PDC-S04_WP_169250289.1, 6.8e-08, 0.508, 0.483"
8,NZ_CP078018.1,PDC-S04,NZ_CP078018.1_1970,PDLC04838,PDC-S04_WP_169250289.1,PDC-S04,1.9e-80,2e-80,0.975,0.928,2102879,2103475,+,# 2102879 # 2103475 # 1 # ;gc_cont=0.436,1970,3291,"PDLC04837,PDC-S04_WP_208343806.1, 1, 3.1e-07, 0.166, 0.141 | PDLC04836,PDC-S04_WP_002996767.1, 1, 1.2e-07, 0.342, 0.254 | PDLC04842,PDC-S04_WP_163235784.1, 1, 1.7e-23, 0.638, 0.574 | PDLC04841,PDC-S04_WP_121941008.1, 1, 2.7e-21, 0.633, 0.394 | PDLC04838,PDC-S04_WP_169250289.1, 1, 2e-80, 0.975, 0.928 | PDLC04839,PDC-S04_WP_034227615.1, 1, 2.1e-42, 0.96, 0.971 | PDLC04840,PDC-S04_WP_201691753.1, 1, 1.3e-06, 0.492, 0.436","PDLC04838, PDC-S04_WP_169250289.1, 2e-80, 0.975, 0.928 | PDLC04839, PDC-S04_WP_034227615.1, 2.1e-42, 0.96, 0.971 | PDLC04842, PDC-S04_WP_163235784.1, 1.7e-23, 0.638, 0.574 | PDLC04841, PDC-S04_WP_121941008.1, 2.7e-21, 0.633, 0.394 | PDLC04836, PDC-S04_WP_002996767.1, 1.2e-07, 0.342, 0.254"
12,NZ_CP078018.1,PDC-S33,NZ_CP078018.1_2275,PDLC04999,PDC-S33_WP_105017041.1,PDC-S33,5.0999999999999986e-89,7.899999999999999e-89,0.945,0.966,2391715,2392866,-,# 2391715 # 2392866 # -1 # ;gc_cont=0.274,2275,3291,"PDLC04999,PDC-S33_WP_105017041.1, 1, 7.9e-89, 0.945, 0.966","PDLC04999, PDC-S33_WP_105017041.1, 7.9e-89, 0.945, 0.966"
18,NZ_CP078018.1,wadjet_type_I,NZ_CP078018.1_2324,PDLC00523,JetD1_00004,JetD1,2.499999999999999e-189,2.8999999999999988e-189,0.983,0.987,2436500,2437714,-,# 2436500 # 2437714 # -1 # ;gc_cont=0.387,2324,3291,"PDLC00529,JetD1_00010, 1, 53, 0.141, 0.137 | PDLC00529,JetD1_00010, 2, 0.038, 0.069, 0.071 | PDLC00523,JetD1_00004, 1, 2.9e-189, 0.983, 0.987 | PDLC00528,JetD1_00009, 1, 430, 0.084, 0.081 | PDLC00528,JetD1_00009, 2, 1e-04, 0.148, 0.148 | PDLC00527,JetD1_00008, 1, 7.1e-06, 0.091, 0.103 | PDLC00532,JetD1_00013, 1, 7.7e-57, 0.931, 0.953 | PDLC00522,JetD1_00003, 1, 3.1e-58, 0.923, 0.955 | PDLC00520,JetD1_00001, 1, 7e-06, 0.44, 0.44 | PDLC00520,JetD1_00001, 2, 6.2e-21, 0.319, 0.354 | PDLC00525,JetD1_00006, 1, 0.0029, 0.151, 0.148 | PDLC00524,JetD1_00005, 1, 1.9e-06, 0.207, 0.214 | PDLC00533,JetD1_00014, 1, 1.1e-12, 0.373, 0.401 | PDLC00521,JetD1_00002, 1, 0.00047, 0.22, 0.215 | PDLC00531,JetD1_00012, 1, 0.0033, 0.072, 0.137 | PDLC00530,JetD1_00011, 1, 1.3e-81, 0.948, 0.959","PDLC00523, JetD1_00004, 2.9e-189, 0.983, 0.987 | PDLC00530, JetD1_00011, 1.3e-81, 0.948, 0.959 | PDLC00522, JetD1_00003, 3.1e-58, 0.923, 0.955 | PDLC00532, JetD1_00013, 7.7e-57, 0.931, 0.953 | PDLC00520, JetD1_00001, 6.2e-21, 0.319, 0.354"
18,NZ_CP078018.1,wadjet_type_I,NZ_CP078018.1_2325,PDLC00511,JetC1_00009,JetC1,0,0,0.99,0.995,2437707,2441084,-,# 2437707 # 2441084 # -1 # ;gc_cont=0.413,2325,3291,"PDLC00513,JetC1_00011, 1, 1.3e-24, 0.873, 0.882 | PDLC00507,JetC1_00005, 1, 1e-04, 0.053, 0.048 | PDLC00507,JetC1_00005, 2, 0.68, 0.072, 0.067 | PDLC00507,JetC1_00005, 3, 8.5e-06, 0.488, 0.44 | PDLC00507,JetC1_00005, 4, 5.1, 0.049, 0.044 | PDLC00505,JetC1_00003, 1, 1.9e-27, 0.788, 0.787 | PDLC00519,JetC1_00017, 1, 2.9e-51, 0.953, 0.98 | PDLC00514,JetC1_00012, 1, 9.5e-69, 0.934, 0.945 | PDLC00512,JetC1_00010, 1, 3.3e-177, 0.972, 0.983 | PDLC00511,JetC1_00009, 1, 0, 0.99, 0.995 | PDLC00504,JetC1_00002, 1, 1.1e-10, 0.472, 0.483 | PDLC00504,JetC1_00002, 2, 13, 0.145, 0.141 | PDLC00504,JetC1_00002, 3, 4.8, 0.111, 0.108 | PDLC00517,JetC1_00015, 1, 2.7e-124, 0.919, 0.935 | PDLC00515,JetC1_00013, 1, 0.06, 0.056, 0.05 | PDLC00515,JetC1_00013, 2, 46, 0.108, 0.099 | PDLC00515,JetC1_00013, 3, 0.12, 0.342, 0.308 | PDLC00515,JetC1_00013, 4, 4.8, 0.25, 0.219 | PDLC00515,JetC1_00013, 5, 56, 0.106, 0.1 | PDLC00515,JetC1_00013, 6, 4.4, 0.059, 0.054 | PDLC00509,JetC1_00007, 1, 6.8e-38, 0.706, 0.676 | PDLC00509,JetC1_00007, 2, 4e-20, 0.25, 0.253 | PDLC00503,JetC1_00001, 1, 1e-12, 0.228, 0.23 | PDLC00503,JetC1_00001, 2, 0.00022, 0.213, 0.206 | PDLC00503,JetC1_00001, 3, 76, 0.378, 0.369 | PDLC00518,JetC1_00016, 1, 3e-214, 0.981, 0.994","PDLC00511, JetC1_00009, 0, 0.99, 0.995 | PDLC00518, JetC1_00016, 3e-214, 0.981, 0.994 | PDLC00512, JetC1_00010, 3.3e-177, 0.972, 0.983 | PDLC00517, JetC1_00015, 2.7e-124, 0.919, 0.935 | PDLC00514, JetC1_00012, 9.5e-69, 0.934, 0.945"
18,NZ_CP078018.1,wadjet_type_I,NZ_CP078018.1_2326,PDLC00499,JetB1_00032,JetB1,4.899999999999999e-123,5.3999999999999995e-123,0.985,0.966,2441084,2441869,-,# 2441084 # 2441869 # -1 # ;gc_cont=0.399,2326,3291,"PDLC00469,JetB1_00002, 1, 0.00025, 0.397, 0.516 | PDLC00498,JetB1_00031, 1, 0.00044, 0.397, 0.521 | PDLC00473,JetB1_00006, 1, 1.1e-25, 0.855, 0.926 | PDLC00501,JetB1_00034, 1, 1.9e-38, 0.84, 0.885 | PDLC00477,JetB1_00010, 1, 1.4e-19, 0.687, 0.921 | PDLC00468,JetB1_00001, 1, 5e-17, 0.698, 0.917 | PDLC00472,JetB1_00005, 1, 1.5e-19, 0.813, 0.849 | PDLC00474,JetB1_00007, 1, 7.1e-22, 0.748, 0.918 | PDLC00480,JetB1_00013, 1, 1.7e-19, 0.947, 0.964 | PDLC00500,JetB1_00033, 1, 0.034, 0.71, 0.861 | PDLC00499,JetB1_00032, 1, 5.4e-123, 0.985, 0.966 | PDLC00476,JetB1_00009, 1, 1.5e-06, 0.592, 0.528 | PDLC00479,JetB1_00012, 1, 1.3, 0.153, 0.198 | PDLC00479,JetB1_00012, 2, 2.5e-09, 0.42, 0.564 | PDLC00481,JetB1_00014, 1, 1.2e-35, 0.805, 0.926 | PDLC00488,JetB1_00021, 1, 1.5e-08, 0.748, 0.649 | PDLC00492,JetB1_00025, 1, 0.0015, 0.427, 0.393 | PDLC00502,JetB1_00035, 1, 8.6, 0.149, 0.182 | PDLC00502,JetB1_00035, 2, 1e-06, 0.427, 0.542 | PDLC00493,JetB1_00026, 1, 2.7e-05, 0.798, 0.717 | PDLC00497,JetB1_00030, 1, 2e-18, 0.828, 0.829 | PDLC00487,JetB1_00020, 1, 3.1e-26, 0.733, 0.949 | PDLC00495,JetB1_00028, 1, 2e-04, 0.527, 0.375 | PDLC00496,JetB1_00029, 1, 4.8e-14, 0.756, 0.595 | PDLC00485,JetB1_00018, 1, 1.2e-27, 0.76, 0.818","PDLC00499, JetB1_00032, 5.4e-123, 0.985, 0.966 | PDLC00501, JetB1_00034, 1.9e-38, 0.84, 0.885 | PDLC00481, JetB1_00014, 1.2e-35, 0.805, 0.926 | PDLC00485, JetB1_00018, 1.2e-27, 0.76, 0.818 | PDLC00487, JetB1_00020, 3.1e-26, 0.733, 0.949"
18,NZ_CP078018.1,wadjet_type_I,NZ_CP078018.1_2327,PDLC00461,JetA1_00020,JetA1,2.1999999999999988e-257,2.3999999999999987e-257,0.996,0.998,2441882,2443348,-,# 2441882 # 2443348 # -1 # ;gc_cont=0.426,2327,3291,"PDLC00463,JetA1_00022, 1, 2.3, 0.053, 0.047 | PDLC00463,JetA1_00022, 2, 8e-11, 0.501, 0.454 | PDLC00464,JetA1_00023, 1, 1.8e-40, 0.646, 0.665 | PDLC00447,JetA1_00006, 1, 1.5e-34, 0.941, 0.955 | PDLC00452,JetA1_00011, 1, 2.6e-66, 0.957, 0.96 | PDLC00457,JetA1_00016, 1, 1.1e-68, 0.941, 0.971 | PDLC00459,JetA1_00018, 1, 1.2e-10, 0.824, 0.827 | PDLC00444,JetA1_00003, 1, 2.3e-37, 0.916, 0.953 | PDLC00465,JetA1_00024, 1, 5e-12, 0.546, 0.546 | PDLC00460,JetA1_00019, 1, 8.4e-84, 0.963, 0.975 | PDLC00455,JetA1_00014, 1, 1.5e-26, 0.902, 0.921 | PDLC00461,JetA1_00020, 1, 2.4e-257, 0.996, 0.998","PDLC00461, JetA1_00020, 2.4e-257, 0.996, 0.998 | PDLC00460, JetA1_00019, 8.4e-84, 0.963, 0.975 | PDLC00457, JetA1_00016, 1.1e-68, 0.941, 0.971 | PDLC00452, JetA1_00011, 2.6e-66, 0.957, 0.96 | PDLC00464, JetA1_00023, 1.8e-40, 0.646, 0.665"
6,NZ_CP078018.1,PDC-S03,NZ_CP078018.1_2507,PDLC04834,PDC-S03_WP_066630430.1,PDC-S03,1.2000000000000001e-29,1.5e-29,0.852,0.967,2605348,2605956,-,# 2605348 # 2605956 # -1 # ;gc_cont=0.389,2507,3291,"PDLC04832,PDC-S03_WP_114299349.1, 1, 2.2e-25, 0.842, 0.957 | PDLC04834,PDC-S03_WP_066630430.1, 1, 1.5e-29, 0.852, 0.967 | PDLC04833,PDC-S03_WP_190837097.1, 1, 2.6e-13, 0.852, 0.884","PDLC04834, PDC-S03_WP_066630430.1, 1.5e-29, 0.852, 0.967 | PDLC04832, PDC-S03_WP_114299349.1, 2.2e-25, 0.842, 0.957 | PDLC04833, PDC-S03_WP_190837097.1, 2.6e-13, 0.852, 0.884"
13,NZ_CP078018.1,RM_type_I,NZ_CP078018.1_2692,PDLC03040,REase_I_00001,REase_I,0,0,0.993,0.989,2807029,2810133,-,# 2807029 # 2810133 # -1 # ;gc_cont=0.440,2692,3291,"PDLC03045,REase_I_00006, 1, 6.6e-17, 0.329, 0.333 | PDLC03045,REase_I_00006, 2, 4.4e-08, 0.056, 0.057 | PDLC03044,REase_I_00005, 1, 1.4e-49, 0.465, 0.445 | PDLC03044,REase_I_00005, 2, 2.1e-17, 0.086, 0.091 | PDLC03044,REase_I_00005, 3, 95, 0.168, 0.173 | PDLC03048,REase_I_00009, 1, 1.8e-42, 0.42, 0.423 | PDLC03048,REase_I_00009, 2, 4.3e-18, 0.167, 0.163 | PDLC03041,REase_I_00002, 1, 1.4e-09, 0.144, 0.143 | PDLC03041,REase_I_00002, 2, 2.9e-56, 0.449, 0.419 | PDLC03041,REase_I_00002, 3, 100, 0.18, 0.165 | PDLC03046,REase_I_00007, 1, 3.6e-13, 0.33, 0.348 | PDLC03046,REase_I_00007, 2, 8.8e-14, 0.074, 0.078 | PDLC03040,REase_I_00001, 1, 0, 0.993, 0.989","PDLC03040, REase_I_00001, 0, 0.993, 0.989 | PDLC03041, REase_I_00002, 2.9e-56, 0.449, 0.419 | PDLC03044, REase_I_00005, 1.4e-49, 0.465, 0.445 | PDLC03048, REase_I_00009, 1.8e-42, 0.42, 0.423 | PDLC03045, REase_I_00006, 6.6e-17, 0.329, 0.333"
9,NZ_CP078018.1,PDC-S06,NZ_CP078018.1_2693,PDLC04887,PDC-S06_WP_221405099.1,PDC-S06,1.599999999999999e-304,1.9999999999999987e-304,0.986,0.995,2810135,2812534,-,# 2810135 # 2812534 # -1 # ;gc_cont=0.287,2693,3291,"PDLC04886,PDC-S06_WP_029531116.1, 1, 1.9e-39, 0.782, 0.806 | PDLC04894,PDC-S06_WP_100093761.1, 1, 6.7e-107, 0.966, 0.978 | PDLC04896,PDC-S06_WP_102776212.1, 1, 8.1e-95, 0.935, 0.945 | PDLC04890,PDC-S06_WP_095244428.1, 1, 5.6e-44, 0.791, 0.814 | PDLC04897,PDC-S06_WP_115337947.1, 1, 1.5e-72, 0.807, 0.849 | PDLC04887,PDC-S06_WP_221405099.1, 1, 2e-304, 0.986, 0.995 | PDLC04898,PDC-S06_WP_144626586.1, 1, 1.5e-16, 0.751, 0.802","PDLC04887, PDC-S06_WP_221405099.1, 2e-304, 0.986, 0.995 | PDLC04894, PDC-S06_WP_100093761.1, 6.7e-107, 0.966, 0.978 | PDLC04896, PDC-S06_WP_102776212.1, 8.1e-95, 0.935, 0.945 | PDLC04897, PDC-S06_WP_115337947.1, 1.5e-72, 0.807, 0.849 | PDLC04890, PDC-S06_WP_095244428.1, 5.6e-44, 0.791, 0.814"
