system.number,seqid,system,target.name,hmm.accession,hmm.name,protein.name,full.seq.E.value,domain.iE.value,target.coverage,hmm.coverage,start,end,strand,target.description,relative.position,contig.end,all.domains,best.hits
9,NZ_CP018909.1,septu_type_I,NZ_CP018909.1_2222,PDLC00325,PtuB1_00014,PtuB1,3.2e-12,5.6e-12,0.3,0.437,2364233,2365102,-,-,2222,3778,"PDLC00331,PtuB1_00020, 1, 0.013, 0.141, 0.18 | PDLC00321,PtuB1_00010, 1, 0.013, 0.155, 0.197 | PDLC00350,PtuB1_00039, 1, 2.4e-08, 0.155, 0.228 | PDLC00317,PtuB1_00006, 1, 0.00083, 0.159, 0.193 | PDLC00351,PtuB1_00040, 1, 890, 0.086, 0.128 | PDLC00351,PtuB1_00040, 2, 1.6e-07, 0.269, 0.405 | PDLC00351,PtuB1_00040, 3, 940, 0.038, 0.056 | PDLC00312,PtuB1_00001, 1, 0.00065, 0.266, 0.378 | PDLC00312,PtuB1_00001, 2, 570, 0.01, 0.014 | PDLC00352,PtuB1_00041, 1, 890, 0.055, 0.078 | PDLC00352,PtuB1_00041, 2, 1.5e-05, 0.424, 0.617 | PDLC00340,PtuB1_00029, 1, 5.6e-10, 0.224, 0.235 | PDLC00315,PtuB1_00004, 1, 2.6e-06, 0.169, 0.225 | PDLC00313,PtuB1_00002, 1, 0.00095, 0.155, 0.204 | PDLC00345,PtuB1_00034, 1, 6.5e-11, 0.272, 0.381 | PDLC00354,PtuB1_00043, 1, 330, 0.09, 0.123 | PDLC00354,PtuB1_00043, 2, 1.6e-05, 0.303, 0.436 | PDLC00325,PtuB1_00014, 1, 5.6e-12, 0.3, 0.437 | PDLC00335,PtuB1_00024, 1, 1.4e-11, 0.269, 0.393 | PDLC00337,PtuB1_00026, 1, 7.7e-07, 0.172, 0.25 | PDLC00337,PtuB1_00026, 2, 850, 0.086, 0.12 | PDLC00342,PtuB1_00031, 1, 1.7e-06, 0.169, 0.219 | PDLC00336,PtuB1_00025, 1, 0.0068, 0.376, 0.404","PDLC00325, PtuB1_00014, 5.6e-12, 0.3, 0.437 | PDLC00335, PtuB1_00024, 1.4e-11, 0.269, 0.393 | PDLC00345, PtuB1_00034, 6.5e-11, 0.272, 0.381 | PDLC00340, PtuB1_00029, 5.6e-10, 0.224, 0.235 | PDLC00350, PtuB1_00039, 2.4e-08, 0.155, 0.228"
5,NZ_CP018909.1,PDC-M01,NZ_CP018909.1_2222,PDLC04266,PDC-M01B_WP_163529272.1,PDC-M01B,9.6e-58,1e-57,0.986,0.989,2364233,2365102,-,-,2222,3778,"PDLC04268,PDC-M01B_WP_088704894.1, 1, 8.3e-11, 0.29, 0.309 | PDLC04264,PDC-M01B_WP_144118307.1, 1, 1.8e-35, 0.71, 0.734 | PDLC04270,PDC-M01B_WP_215479716.1, 1, 2.7e-25, 0.755, 0.746 | PDLC04255,PDC-M01B_WP_191942540.1, 1, 5.6e-21, 0.71, 0.754 | PDLC04263,PDC-M01B_WP_211440071.1, 1, 3e-18, 0.621, 0.615 | PDLC04245,PDC-M01B_WP_049945236.1, 1, 2.4e-06, 0.155, 0.153 | PDLC04272,PDC-M01B_WP_128795874.1, 1, 2.9e-25, 0.831, 0.806 | PDLC04250,PDC-M01B_WP_194090840.1, 1, 4.5e-10, 0.434, 0.441 | PDLC04271,PDC-M01B_WP_045987265.1, 1, 1e-21, 0.772, 0.739 | PDLC04261,PDC-M01B_WP_204188934.1, 1, 2e-15, 0.607, 0.635 | PDLC04247,PDC-M01B_WP_062669256.1, 1, 1.8e-16, 0.8, 0.818 | PDLC04248,PDC-M01B_WP_219174738.1, 1, 6.5e-27, 0.479, 0.639 | PDLC04258,PDC-M01B_WP_032868479.1, 1, 1.8e-10, 0.4, 0.421 | PDLC04259,PDC-M01B_WP_111328577.1, 1, 4.3e-30, 0.859, 0.863 | PDLC04257,PDC-M01B_WP_186630091.1, 1, 3.2e-15, 0.555, 0.564 | PDLC04253,PDC-M01B_WP_065597055.1, 1, 3.6e-22, 0.672, 0.555 | PDLC04262,PDC-M01B_WP_131817441.1, 1, 4.6e-18, 0.631, 0.707 | PDLC04251,PDC-M01B_WP_090487052.1, 1, 8.4e-21, 0.686, 0.703 | PDLC04252,PDC-M01B_WP_210672662.1, 1, 4.8e-16, 0.728, 0.711 | PDLC04254,PDC-M01B_WP_221814772.1, 1, 3.7e-28, 0.417, 0.414 | PDLC04269,PDC-M01B_WP_152343763.1, 1, 6.5e-10, 0.41, 0.567 | PDLC04266,PDC-M01B_WP_163529272.1, 1, 1e-57, 0.986, 0.989 | PDLC04260,PDC-M01B_WP_217510352.1, 1, 4e-06, 0.19, 0.192 | PDLC04256,PDC-M01B_WP_073256955.1, 1, 3.7e-25, 0.841, 0.881 | PDLC04265,PDC-M01B_WP_071123774.1, 1, 2.8e-07, 0.445, 0.487 | PDLC04267,PDC-M01B_WP_010260404.1, 1, 2.6e-16, 0.672, 0.72 | PDLC04246,PDC-M01B_WP_085294445.1, 1, 1.9e-14, 0.434, 0.45 | PDLC04249,PDC-M01B_WP_088237874.1, 1, 5.1e-12, 0.676, 0.678","PDLC04266, PDC-M01B_WP_163529272.1, 1e-57, 0.986, 0.989 | PDLC04264, PDC-M01B_WP_144118307.1, 1.8e-35, 0.71, 0.734 | PDLC04259, PDC-M01B_WP_111328577.1, 4.3e-30, 0.859, 0.863 | PDLC04254, PDC-M01B_WP_221814772.1, 3.7e-28, 0.417, 0.414 | PDLC04248, PDC-M01B_WP_219174738.1, 6.5e-27, 0.479, 0.639"
9,NZ_CP018909.1,septu_type_I,NZ_CP018909.1_2223,PDLC00282,PtuA1_00018,PtuA1,5.499999999999999e-71,4.2999999999999994e-70,0.727,0.95,2365095,2367020,-,-,2223,3778,"PDLC00275,PtuA1_00011, 1, 69, 0.109, 0.175 | PDLC00275,PtuA1_00011, 2, 290, 0.111, 0.207 | PDLC00275,PtuA1_00011, 3, 2.2e-09, 0.157, 0.273 | PDLC00306,PtuA1_00042, 1, 0.00023, 0.095, 0.215 | PDLC00286,PtuA1_00022, 1, 90, 0.084, 0.187 | PDLC00286,PtuA1_00022, 2, 5.6e-07, 0.156, 0.322 | PDLC00269,PtuA1_00005, 1, 8.8, 0.033, 0.047 | PDLC00269,PtuA1_00005, 2, 0.14, 0.092, 0.128 | PDLC00278,PtuA1_00014, 1, 17, 0.025, 0.037 | PDLC00278,PtuA1_00014, 2, 1.8e-09, 0.15, 0.211 | PDLC00308,PtuA1_00044, 1, 2.7, 0.107, 0.176 | PDLC00308,PtuA1_00044, 2, 3.1e-07, 0.098, 0.145 | PDLC00305,PtuA1_00041, 1, 11, 0.056, 0.092 | PDLC00305,PtuA1_00041, 2, 2.5, 0.067, 0.11 | PDLC00305,PtuA1_00041, 3, 5.8e-10, 0.15, 0.25 | PDLC00298,PtuA1_00034, 1, 2.6, 0.033, 0.05 | PDLC00298,PtuA1_00034, 2, 240, 0.056, 0.085 | PDLC00298,PtuA1_00034, 3, 8.2e-09, 0.157, 0.225 | PDLC00266,PtuA1_00002, 1, 3700, 0.058, 0.07 | PDLC00266,PtuA1_00002, 2, 5.7, 0.033, 0.043 | PDLC00266,PtuA1_00002, 3, 0.0031, 0.112, 0.157 | PDLC00266,PtuA1_00002, 4, 3.3e-15, 0.137, 0.184 | PDLC00293,PtuA1_00029, 1, 640, 0.05, 0.061 | PDLC00293,PtuA1_00029, 2, 9.1, 0.042, 0.044 | PDLC00293,PtuA1_00029, 3, 1.1e-12, 0.176, 0.226 | PDLC00283,PtuA1_00019, 1, 98, 0.075, 0.105 | PDLC00283,PtuA1_00019, 2, 1e-11, 0.145, 0.228 | PDLC00283,PtuA1_00019, 3, 9.1e-16, 0.142, 0.205 | PDLC00303,PtuA1_00039, 1, 380, 0.025, 0.041 | PDLC00303,PtuA1_00039, 2, 0.058, 0.15, 0.223 | PDLC00303,PtuA1_00039, 3, 5.1e-17, 0.173, 0.282 | PDLC00302,PtuA1_00038, 1, 0.0014, 0.187, 0.226 | PDLC00295,PtuA1_00031, 1, 3.2, 0.048, 0.069 | PDLC00295,PtuA1_00031, 2, 9.1e-07, 0.14, 0.2 | PDLC00271,PtuA1_00007, 1, 0.79, 0.039, 0.059 | PDLC00271,PtuA1_00007, 2, 5.1e-12, 0.157, 0.226 | PDLC00311,PtuA1_00047, 1, 65, 0.025, 0.035 | PDLC00311,PtuA1_00047, 2, 5.6e-09, 0.145, 0.2 | PDLC00282,PtuA1_00018, 1, 4.3e-70, 0.727, 0.95 | PDLC00288,PtuA1_00024, 1, 0.0068, 0.092, 0.078 | PDLC00285,PtuA1_00021, 1, 360, 0.164, 0.234 | PDLC00285,PtuA1_00021, 2, 600, 0.078, 0.109 | PDLC00285,PtuA1_00021, 3, 3.9e-06, 0.187, 0.243 | PDLC00285,PtuA1_00021, 4, 9.5e-18, 0.142, 0.213 | PDLC00273,PtuA1_00009, 1, 1.8e-06, 0.123, 0.176 | PDLC00273,PtuA1_00009, 2, 2.8e-16, 0.14, 0.243 | PDLC00307,PtuA1_00043, 1, 62, 0.03, 0.045 | PDLC00307,PtuA1_00043, 2, 8.2e-05, 0.069, 0.113 | PDLC00290,PtuA1_00026, 1, 2.1, 0.134, 0.208 | PDLC00290,PtuA1_00026, 2, 6e-12, 0.162, 0.251 | PDLC00309,PtuA1_00045, 1, 330, 0.145, 0.211 | PDLC00309,PtuA1_00045, 2, 71, 0.04, 0.063 | PDLC00309,PtuA1_00045, 3, 7.1e-09, 0.1, 0.15 | PDLC00291,PtuA1_00027, 1, 0.0024, 0.123, 0.1 | PDLC00276,PtuA1_00012, 1, 6.7e-12, 0.167, 0.448 | PDLC00304,PtuA1_00040, 1, 0.13, 0.076, 0.09 | PDLC00304,PtuA1_00040, 2, 9e-09, 0.15, 0.216 | PDLC00301,PtuA1_00037, 1, 48, 0.031, 0.047 | PDLC00301,PtuA1_00037, 2, 1.4e-09, 0.162, 0.245 | PDLC00267,PtuA1_00003, 1, 8, 0.042, 0.062 | PDLC00267,PtuA1_00003, 2, 16, 0.034, 0.05 | PDLC00267,PtuA1_00003, 3, 4.7e-05, 0.101, 0.144 | PDLC00277,PtuA1_00013, 1, 9.5, 0.051, 0.078 | PDLC00277,PtuA1_00013, 2, 6.2e-07, 0.156, 0.22 | PDLC00265,PtuA1_00001, 1, 660, 0.053, 0.065 | PDLC00265,PtuA1_00001, 2, 1.7, 0.023, 0.031 | PDLC00265,PtuA1_00001, 3, 3.1e-07, 0.115, 0.154 | PDLC00265,PtuA1_00001, 4, 7.3e-15, 0.196, 0.273 | PDLC00310,PtuA1_00046, 1, 150, 0.023, 0.034 | PDLC00310,PtuA1_00046, 2, 5.7e-08, 0.148, 0.212 | PDLC00294,PtuA1_00030, 1, 130, 0.042, 0.053 | PDLC00294,PtuA1_00030, 2, 5.1e-09, 0.202, 0.237","PDLC00282, PtuA1_00018, 4.3e-70, 0.727, 0.95 | PDLC00285, PtuA1_00021, 9.5e-18, 0.142, 0.213 | PDLC00303, PtuA1_00039, 5.1e-17, 0.173, 0.282 | PDLC00273, PtuA1_00009, 2.8e-16, 0.14, 0.243 | PDLC00283, PtuA1_00019, 9.1e-16, 0.142, 0.205"
5,NZ_CP018909.1,PDC-M01,NZ_CP018909.1_2223,PDLC04240,PDC-M01A_WP_193706741.1,PDC-M01A,7.999999999999998e-136,9.799999999999998e-136,0.939,0.944,2365095,2367020,-,-,2223,3778,"PDLC04241,PDC-M01A_WP_113611441.1, 1, 1.8e-07, 0.185, 0.299 | PDLC04241,PDC-M01A_WP_113611441.1, 2, 1e-26, 0.232, 0.34 | PDLC04238,PDC-M01A_WP_166719417.1, 1, 3.3e-25, 0.402, 0.493 | PDLC04238,PDC-M01A_WP_166719417.1, 2, 2.1e-31, 0.224, 0.255 | PDLC04242,PDC-M01A_WP_084650094.1, 1, 1e-07, 0.171, 0.196 | PDLC04242,PDC-M01A_WP_084650094.1, 2, 2e-23, 0.204, 0.231 | PDLC04244,PDC-M01A_WP_163529270.1, 1, 1.7e-121, 0.734, 0.956 | PDLC04236,PDC-M01A_WP_218564881.1, 1, 1e-55, 0.564, 0.974 | PDLC04237,PDC-M01A_WP_032868480.1, 1, 4, 0.347, 0.42 | PDLC04237,PDC-M01A_WP_032868480.1, 2, 1.8e-14, 0.187, 0.206 | PDLC04235,PDC-M01A_WP_095609940.1, 1, 1.9e-98, 0.74, 0.965 | PDLC04239,PDC-M01A_WP_200023654.1, 1, 11, 0.067, 0.076 | PDLC04239,PDC-M01A_WP_200023654.1, 2, 1.7e-25, 0.358, 0.433 | PDLC04239,PDC-M01A_WP_200023654.1, 3, 5.8e-36, 0.238, 0.275 | PDLC04243,PDC-M01A_WP_071123773.1, 1, 4.3e-28, 0.69, 0.907 | PDLC04240,PDC-M01A_WP_193706741.1, 1, 9.8e-136, 0.939, 0.944","PDLC04240, PDC-M01A_WP_193706741.1, 9.8e-136, 0.939, 0.944 | PDLC04244, PDC-M01A_WP_163529270.1, 1.7e-121, 0.734, 0.956 | PDLC04235, PDC-M01A_WP_095609940.1, 1.9e-98, 0.74, 0.965 | PDLC04236, PDC-M01A_WP_218564881.1, 1e-55, 0.564, 0.974 | PDLC04239, PDC-M01A_WP_200023654.1, 5.8e-36, 0.238, 0.275"
1,NZ_CP018909.1,AbiL,NZ_CP018909.1_3033,PDLC02335,AbiLi-1,AbiLi,1.6e-70,1.7999999999999998e-70,0.995,0.73,3265688,3266980,+,-,3033,3778,"PDLC02335,AbiLi-1, 1, 1.8e-70, 0.995, 0.73 | PDLC02336,AbiLi-2, 1, 4.8, 0.053, 0.068 | PDLC02336,AbiLi-2, 2, 2e-06, 0.756, 0.806","PDLC02335, AbiLi-1, 1.8e-70, 0.995, 0.73 | PDLC02336, AbiLi-2, 2e-06, 0.756, 0.806"
1,NZ_CP018909.1,AbiL,NZ_CP018909.1_3034,PDLC02337,AbiLii-1,AbiLii,3e-16,3.6e-16,0.92,0.365,3267007,3267681,+,-,3034,3778,"PDLC02337,AbiLii-1, 1, 3.6e-16, 0.92, 0.365","PDLC02337, AbiLii-1, 3.6e-16, 0.92, 0.365"
6,NZ_CP018909.1,PDC-S08,NZ_CP018909.1_3630,PDLC04900,PDC-S08_WP_202707215.1,PDC-S08,6.799999999999999e-135,8.199999999999998e-135,0.927,0.932,3893522,3894514,-,-,3630,3778,"PDLC04900,PDC-S08_WP_202707215.1, 1, 8.2e-135, 0.927, 0.932","PDLC04900, PDC-S08_WP_202707215.1, 8.2e-135, 0.927, 0.932"
10,NZ_CP018909.1,septu_type_I,NZ_CP018909.1_3731,PDLC00303,PtuA1_00039,PtuA1,1.1999999999999997e-140,1.2999999999999997e-140,0.992,0.987,4029447,4030568,+,-,3731,3778,"PDLC00299,PtuA1_00035, 1, 0.036, 0.051, 0.036 | PDLC00299,PtuA1_00035, 2, 6.4e-12, 0.46, 0.344 | PDLC00275,PtuA1_00011, 1, 5.3e-11, 0.369, 0.376 | PDLC00306,PtuA1_00042, 1, 2.5e-05, 0.184, 0.237 | PDLC00286,PtuA1_00022, 1, 310, 0.056, 0.073 | PDLC00286,PtuA1_00022, 2, 7.3e-08, 0.34, 0.457 | PDLC00269,PtuA1_00005, 1, 0.14, 0.053, 0.045 | PDLC00269,PtuA1_00005, 2, 5.4e-06, 0.147, 0.119 | PDLC00278,PtuA1_00014, 1, 0.91, 0.043, 0.037 | PDLC00278,PtuA1_00014, 2, 6.1e-14, 0.372, 0.31 | PDLC00274,PtuA1_00010, 1, 1.5, 0.107, 0.091 | PDLC00274,PtuA1_00010, 2, 140, 0.126, 0.103 | PDLC00274,PtuA1_00010, 3, 1.2e-12, 0.254, 0.212 | PDLC00308,PtuA1_00044, 1, 6.2, 0.061, 0.051 | PDLC00308,PtuA1_00044, 2, 1.5e-23, 0.797, 0.635 | PDLC00305,PtuA1_00041, 1, 7.9e-14, 0.858, 0.847 | PDLC00298,PtuA1_00034, 1, 0.63, 0.051, 0.045 | PDLC00298,PtuA1_00034, 2, 8.5e-10, 0.249, 0.208 | PDLC00266,PtuA1_00002, 1, 1.5, 0.043, 0.033 | PDLC00266,PtuA1_00002, 2, 2.7e-32, 0.757, 0.557 | PDLC00296,PtuA1_00032, 1, 7.6, 0.037, 0.028 | PDLC00296,PtuA1_00032, 2, 1.2e-17, 0.334, 0.245 | PDLC00293,PtuA1_00029, 1, 1.7, 0.04, 0.028 | PDLC00293,PtuA1_00029, 2, 1.8e-11, 0.238, 0.18 | PDLC00283,PtuA1_00019, 1, 6.4e-08, 0.409, 0.395 | PDLC00283,PtuA1_00019, 2, 1.6e-31, 0.441, 0.371 | PDLC00272,PtuA1_00008, 1, 110, 0.04, 0.034 | PDLC00272,PtuA1_00008, 2, 2e-05, 0.158, 0.128 | PDLC00303,PtuA1_00039, 1, 1.3e-140, 0.992, 0.987 | PDLC00302,PtuA1_00038, 1, 2.1e-06, 0.171, 0.111 | PDLC00295,PtuA1_00031, 1, 0.59, 0.053, 0.044 | PDLC00295,PtuA1_00031, 2, 4.3e-09, 0.358, 0.315 | PDLC00292,PtuA1_00028, 1, 0.045, 0.126, 0.063 | PDLC00292,PtuA1_00028, 2, 5.1e-06, 0.233, 0.128 | PDLC00271,PtuA1_00007, 1, 0.11, 0.056, 0.048 | PDLC00271,PtuA1_00007, 2, 6.1e-13, 0.377, 0.318 | PDLC00311,PtuA1_00047, 1, 1.2, 0.045, 0.037 | PDLC00311,PtuA1_00047, 2, 2.9e-07, 0.131, 0.103 | PDLC00282,PtuA1_00018, 1, 4.5e-15, 0.877, 0.592 | PDLC00288,PtuA1_00024, 1, 4.2, 0.064, 0.033 | PDLC00288,PtuA1_00024, 2, 0.00012, 0.238, 0.123 | PDLC00285,PtuA1_00021, 1, 2.4e-06, 0.243, 0.231 | PDLC00285,PtuA1_00021, 2, 9.4e-29, 0.714, 0.606 | PDLC00273,PtuA1_00009, 1, 2.2e-91, 0.968, 0.981 | PDLC00307,PtuA1_00043, 1, 62, 0.045, 0.04 | PDLC00307,PtuA1_00043, 2, 1.6e-09, 0.147, 0.139 | PDLC00289,PtuA1_00025, 1, 3.4e-19, 0.933, 0.886 | PDLC00279,PtuA1_00015, 1, 6.9, 0.067, 0.06 | PDLC00279,PtuA1_00015, 2, 6.2e-11, 0.324, 0.296 | PDLC00280,PtuA1_00016, 1, 1.5, 0.147, 0.11 | PDLC00280,PtuA1_00016, 2, 2.8e-06, 0.126, 0.101 | PDLC00290,PtuA1_00026, 1, 0.00018, 0.096, 0.085 | PDLC00290,PtuA1_00026, 2, 1.6e-15, 0.342, 0.314 | PDLC00309,PtuA1_00045, 1, 0.21, 0.075, 0.065 | PDLC00309,PtuA1_00045, 2, 1.6e-13, 0.281, 0.257 | PDLC00291,PtuA1_00027, 1, 4.2, 0.04, 0.019 | PDLC00291,PtuA1_00027, 2, 0.0016, 0.144, 0.067 | PDLC00287,PtuA1_00023, 1, 46, 0.04, 0.026 | PDLC00287,PtuA1_00023, 2, 8e-06, 0.19, 0.116 | PDLC00270,PtuA1_00006, 1, 76, 0.045, 0.027 | PDLC00270,PtuA1_00006, 2, 2.7e-07, 0.147, 0.094 | PDLC00276,PtuA1_00012, 1, 2e-13, 0.345, 0.552 | PDLC00304,PtuA1_00040, 1, 0.012, 0.211, 0.124 | PDLC00304,PtuA1_00040, 2, 6.9e-10, 0.34, 0.3 | PDLC00301,PtuA1_00037, 1, 1, 0.051, 0.044 | PDLC00301,PtuA1_00037, 2, 1.5e-06, 0.176, 0.142 | PDLC00267,PtuA1_00003, 1, 2.7, 0.056, 0.048 | PDLC00267,PtuA1_00003, 2, 1.9e-09, 0.257, 0.208 | PDLC00277,PtuA1_00013, 1, 3.2, 0.053, 0.047 | PDLC00277,PtuA1_00013, 2, 5.1e-07, 0.254, 0.21 | PDLC00268,PtuA1_00004, 1, 0.017, 0.155, 0.144 | PDLC00268,PtuA1_00004, 2, 3.9e-05, 0.337, 0.292 | PDLC00265,PtuA1_00001, 1, 0.11, 0.051, 0.04 | PDLC00265,PtuA1_00001, 2, 2.3e-31, 0.85, 0.739 | PDLC00310,PtuA1_00046, 1, 7.4, 0.045, 0.038 | PDLC00310,PtuA1_00046, 2, 3.6e-08, 0.377, 0.316 | PDLC00281,PtuA1_00017, 1, 0.0028, 0.142, 0.107 | PDLC00281,PtuA1_00017, 2, 9.9e-07, 0.158, 0.129 | PDLC00284,PtuA1_00020, 1, 0.046, 0.064, 0.044 | PDLC00284,PtuA1_00020, 2, 2.8e-10, 0.243, 0.183 | PDLC00294,PtuA1_00030, 1, 14, 0.048, 0.033 | PDLC00294,PtuA1_00030, 2, 5.7e-09, 0.227, 0.159","PDLC00303, PtuA1_00039, 1.3e-140, 0.992, 0.987 | PDLC00273, PtuA1_00009, 2.2e-91, 0.968, 0.981 | PDLC00266, PtuA1_00002, 2.7e-32, 0.757, 0.557 | PDLC00283, PtuA1_00019, 1.6e-31, 0.441, 0.371 | PDLC00265, PtuA1_00001, 2.3e-31, 0.85, 0.739"
10,NZ_CP018909.1,septu_type_I,NZ_CP018909.1_3732,PDLC00352,PtuB1_00041,PtuB1,3.6999999999999995e-76,4.299999999999999e-76,0.976,0.976,4030565,4031185,+,-,3732,3778,"PDLC00344,PtuB1_00033, 1, 0.02, 0.309, 0.291 | PDLC00331,PtuB1_00020, 1, 0.00021, 0.213, 0.185 | PDLC00331,PtuB1_00020, 2, 160, 0.126, 0.117 | PDLC00330,PtuB1_00019, 1, 0.00067, 0.396, 0.314 | PDLC00321,PtuB1_00010, 1, 0.00075, 0.266, 0.242 | PDLC00321,PtuB1_00010, 2, 9.2, 0.271, 0.238 | PDLC00322,PtuB1_00011, 1, 0.0015, 0.29, 0.265 | PDLC00349,PtuB1_00038, 1, 7.2e-06, 0.338, 0.296 | PDLC00349,PtuB1_00038, 2, 660, 0.092, 0.073 | PDLC00350,PtuB1_00039, 1, 5.4e-21, 0.802, 0.705 | PDLC00317,PtuB1_00006, 1, 0.0041, 0.435, 0.336 | PDLC00353,PtuB1_00042, 1, 4.4e-06, 0.314, 0.311 | PDLC00351,PtuB1_00040, 1, 3.1e-05, 0.42, 0.441 | PDLC00312,PtuB1_00001, 1, 1.7e-16, 0.923, 0.866 | PDLC00352,PtuB1_00041, 1, 4.3e-76, 0.976, 0.976 | PDLC00355,PtuB1_00044, 1, 0.0032, 0.295, 0.236 | PDLC00346,PtuB1_00035, 1, 0.00026, 0.329, 0.294 | PDLC00340,PtuB1_00029, 1, 1.3e-06, 0.314, 0.231 | PDLC00315,PtuB1_00004, 1, 2.3e-09, 0.309, 0.247 | PDLC00319,PtuB1_00008, 1, 0.0076, 0.309, 0.232 | PDLC00313,PtuB1_00002, 1, 5.3e-13, 0.367, 0.308 | PDLC00313,PtuB1_00002, 2, 6.2, 0.092, 0.079 | PDLC00292,PtuA1_00028, 1, 0.00016, 0.512, 0.158 | PDLC00328,PtuB1_00017, 1, 0.017, 0.304, 0.231 | PDLC00328,PtuB1_00017, 2, 260, 0.275, 0.183 | PDLC00288,PtuA1_00024, 1, 0.016, 0.304, 0.097 | PDLC00326,PtuB1_00015, 1, 0.00072, 0.401, 0.396 | PDLC00345,PtuB1_00034, 1, 4.9e-31, 0.614, 0.561 | PDLC00354,PtuB1_00043, 1, 5.1e-57, 0.952, 0.956 | PDLC00314,PtuB1_00003, 1, 0.00021, 0.343, 0.429 | PDLC00320,PtuB1_00009, 1, 0.014, 0.338, 0.322 | PDLC00358,PtuB1_00047, 1, 1e-06, 0.362, 0.321 | PDLC00356,PtuB1_00045, 1, 9.7e-05, 0.329, 0.337 | PDLC00325,PtuB1_00014, 1, 8e-30, 0.797, 0.732 | PDLC00335,PtuB1_00024, 1, 2.2e-31, 0.836, 0.79 | PDLC00337,PtuB1_00026, 1, 2.4e-10, 0.329, 0.292 | PDLC00318,PtuB1_00007, 1, 0.0039, 0.188, 0.137 | PDLC00318,PtuB1_00007, 2, 6.2, 0.116, 0.08 | PDLC00342,PtuB1_00031, 1, 6.6e-08, 0.391, 0.287 | PDLC00329,PtuB1_00018, 1, 0.11, 0.208, 0.124 | PDLC00329,PtuB1_00018, 2, 16, 0.174, 0.109 | PDLC00339,PtuB1_00028, 1, 6.2e-07, 0.652, 0.529 | PDLC00334,PtuB1_00023, 1, 0.00011, 0.348, 0.311 | PDLC00324,PtuB1_00013, 1, 1.5e-06, 0.353, 0.316 | PDLC00332,PtuB1_00021, 1, 5.5e-09, 0.565, 0.486 | PDLC00336,PtuB1_00025, 1, 2.6e-06, 0.338, 0.264","PDLC00352, PtuB1_00041, 4.3e-76, 0.976, 0.976 | PDLC00354, PtuB1_00043, 5.1e-57, 0.952, 0.956 | PDLC00335, PtuB1_00024, 2.2e-31, 0.836, 0.79 | PDLC00345, PtuB1_00034, 4.9e-31, 0.614, 0.561 | PDLC00325, PtuB1_00014, 8e-30, 0.797, 0.732"
3,NZ_CP018909.1,Mokosh_TypeI,NZ_CP018909.1_3733,PDLC03920,Mokosh_TypeI__MkoA,MkoA,1.0999999999999994e-192,1.5999999999999993e-192,0.964,0.968,4031650,4035183,+,-,3733,3778,"PDLC03921,Mokosh_TypeI__MkoA2, 1, 5.5e-11, 0.115, 0.091 | PDLC03921,Mokosh_TypeI__MkoA2, 2, 4.6e-10, 0.042, 0.031 | PDLC03921,Mokosh_TypeI__MkoA2, 3, 2.7e-35, 0.183, 0.125 | PDLC03920,Mokosh_TypeI__MkoA, 1, 1.6e-192, 0.964, 0.968","PDLC03920, Mokosh_TypeI__MkoA, 1.6e-192, 0.964, 0.968 | PDLC03921, Mokosh_TypeI__MkoA2, 2.7e-35, 0.183, 0.125"
3,NZ_CP018909.1,Mokosh_TypeI,NZ_CP018909.1_3734,PDLC03922,Mokosh_TypeI__MkoB,MkoB,7.199999999999999e-69,2.0999999999999997e-68,0.957,0.956,4035180,4037069,+,-,3734,3778,"PDLC03922,Mokosh_TypeI__MkoB, 1, 2.1e-68, 0.957, 0.956","PDLC03922, Mokosh_TypeI__MkoB, 2.1e-68, 0.957, 0.956"
