replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
NZ_CP091367.1	NZ_CP091367.1_2668	Gao_Qat__QatA	2668	defense-finder-models/DefenseFinder/Gao_Qat/Gao_Qat	NZ_CP091367.1_Gao_Qat_3	1	1	1.0	4.0	1	Gao_Qat__QatA	mandatory	606	1.3e-85	286.1	0.918	0.96	9	590			Gao_Qat	Gao_Qat	Defense
NZ_CP091367.1	NZ_CP091367.1_2669	Gao_Qat__QatB	2669	defense-finder-models/DefenseFinder/Gao_Qat/Gao_Qat	NZ_CP091367.1_Gao_Qat_3	1	1	1.0	4.0	1	Gao_Qat__QatB	mandatory	254	1.6e-17	61.7	0.907	0.886	12	236			Gao_Qat	Gao_Qat	Defense
NZ_CP091367.1	NZ_CP091367.1_2670	Gao_Qat__QatC	2670	defense-finder-models/DefenseFinder/Gao_Qat/Gao_Qat	NZ_CP091367.1_Gao_Qat_3	1	1	1.0	4.0	1	Gao_Qat__QatC	mandatory	441	8.8e-80	266.5	0.858	0.859	54	432			Gao_Qat	Gao_Qat	Defense
NZ_CP091367.1	NZ_CP091367.1_2671	Gao_Qat__QatD	2671	defense-finder-models/DefenseFinder/Gao_Qat/Gao_Qat	NZ_CP091367.1_Gao_Qat_3	1	1	1.0	4.0	1	Gao_Qat__QatD	mandatory	248	5.3e-84	279.3	0.957	0.972	5	245			Gao_Qat	Gao_Qat	Defense
NZ_CP091367.1	NZ_CP091367.1_2674	RM_Type_II__Type_II_REase38	2674	defense-finder-models/RM/RM/RM_Type_II	NZ_CP091367.1_RM_Type_II_7	1	1	1.0	2.0	1	RM_Type_II__Type_II_REase01	mandatory	998	1e-114	382.3	0.944	0.989	1	987			RM	RM_Type_II	Defense
NZ_CP091367.1	NZ_CP091367.1_2675	RM_Type_II__Type_II_MTases_FAM_0	2675	defense-finder-models/RM/RM/RM_Type_II	NZ_CP091367.1_RM_Type_II_7	1	1	1.0	2.0	1	RM_Type_II__Type_II_MTases_FAM_0	mandatory	356	7.3e-88	293.1	0.975	0.975	1	347			RM	RM_Type_II	Defense
NZ_CP091367.1	NZ_CP091367.1_3361	RosmerTA__RmrA_2634932349	3361	defense-finder-models/DefenseFinder/RosmerTA/RosmerTA	NZ_CP091367.1_RosmerTA_5	1	1	1.0	2.0	1	RosmerTA__RmrA_2585209417	mandatory	382	4.1e-129	428.2	0.942	0.961	1	367			RosmerTA	RosmerTA	Defense
NZ_CP091367.1	NZ_CP091367.1_3362	RosmerTA__RmrT_2634932349	3362	defense-finder-models/DefenseFinder/RosmerTA/RosmerTA	NZ_CP091367.1_RosmerTA_5	1	1	1.0	2.0	1	RosmerTA__RmrT_2585209417	mandatory	228	1.3e-41	140.3	0.971	0.956	8	225			RosmerTA	RosmerTA	Defense
NZ_CP091367.1	NZ_CP091367.1_3657	Gao_Qat__QatA	3657	defense-finder-models/DefenseFinder/Gao_Qat/Gao_Qat	NZ_CP091367.1_Gao_Qat_4	1	1	1.0	4.0	1	Gao_Qat__QatA	mandatory	598	1.3e-80	269.6	0.929	0.982	3	589			Gao_Qat	Gao_Qat	Defense
NZ_CP091367.1	NZ_CP091367.1_3658	Gao_Qat__QatB	3658	defense-finder-models/DefenseFinder/Gao_Qat/Gao_Qat	NZ_CP091367.1_Gao_Qat_4	1	1	1.0	4.0	1	Gao_Qat__QatB	mandatory	255	1.4e-09	35.7	0.826	0.784	37	236			Gao_Qat	Gao_Qat	Defense
NZ_CP091367.1	NZ_CP091367.1_3659	Gao_Qat__QatC	3659	defense-finder-models/DefenseFinder/Gao_Qat/Gao_Qat	NZ_CP091367.1_Gao_Qat_4	1	1	1.0	4.0	1	Gao_Qat__QatC	mandatory	443	1.5e-86	288.8	0.888	0.892	40	434			Gao_Qat	Gao_Qat	Defense
NZ_CP091367.1	NZ_CP091367.1_3660	Gao_Qat__QatD	3660	defense-finder-models/DefenseFinder/Gao_Qat/Gao_Qat	NZ_CP091367.1_Gao_Qat_4	1	1	1.0	4.0	1	Gao_Qat__QatD	mandatory	247	5.7e-76	253.0	0.957	0.972	4	243			Gao_Qat	Gao_Qat	Defense
